P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,RP,Victor Arano (13082421),Victor Arano,13082421,P,4000,PHI@ARI 08/05/2019 09:40PM ET,PHI,7.37
,,,,,,,,,,,RP,Artie Lewicki (13082439),Artie Lewicki,13082439,P,4000,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Edgar Garcia (13082447),Edgar Garcia,13082447,P,4000,PHI@ARI 08/05/2019 09:40PM ET,PHI,2.31
,,,,,,,,,,,RP,Brett Cecil (13082158),Brett Cecil,13082158,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Josh Smoker (13082166),Josh Smoker,13082166,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Tommy Layne (13082176),Tommy Layne,13082176,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Hunter Cervenka (13082197),Hunter Cervenka,13082197,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Chris Beck (13082225),Chris Beck,13082225,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Daniel Corcino (13082240),Daniel Corcino,13082240,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Yimi Garcia (13082247),Yimi Garcia,13082247,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,2.72
,,,,,,,,,,,RP,Scott Alexander (13082251),Scott Alexander,13082251,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,1.43
,,,,,,,,,,,RP,Adam Kolarek (13082266),Adam Kolarek,13082266,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,2.08
,,,,,,,,,,,1B/OF,Joc Pederson (13082268),Joc Pederson,13082268,1B/OF,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,7.07
,,,,,,,,,,,RP,Casey Sadler (13082278),Casey Sadler,13082278,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,4.83
,,,,,,,,,,,SP,Brock Stewart (13082282),Brock Stewart,13082282,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,-2.53
,,,,,,,,,,,RP,John Brebbia (13082301),John Brebbia,13082301,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,4.06
,,,,,,,,,,,RP,Adalberto Mejia (13082307),Adalberto Mejia,13082307,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,2.07
,,,,,,,,,,,RP,Kevin Quackenbush (13082330),Kevin Quackenbush,13082330,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,John Gant (13082340),John Gant,13082340,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,3.53
,,,,,,,,,,,RP,Tyler Webb (13082347),Tyler Webb,13082347,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,2.27
,,,,,,,,,,,RP,Mike Hauschild (13082353),Mike Hauschild,13082353,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,SS,Corey Seager (13082371),Corey Seager,13082371,SS,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,7.28
,,,,,,,,,,,RP,Mike Mayers (13082390),Mike Mayers,13082390,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,1.05
,,,,,,,,,,,RP,Merandy Gonzalez (13082401),Merandy Gonzalez,13082401,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,RP,Layne Somsen (13082411),Layne Somsen,13082411,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,RP,Ryan Meisinger (13082475),Ryan Meisinger,13082475,P,4000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,SP,Mitch White (13082493),Mitch White,13082493,P,4000,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,1B/2B,Howie Kendrick (13082099),Howie Kendrick,13082099,1B/2B,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,6.66
,,,,,,,,,,,RP,Javy Guerra (13082110),Javy Guerra,13082110,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,2.69
,,,,,,,,,,,RP,Jonny Venters (13082113),Jonny Venters,13082113,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,0.47
,,,,,,,,,,,RP,Sammy Solis (13082173),Sammy Solis,13082173,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Casey Kelly (13082184),Casey Kelly,13082184,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,SP,Nick Vincent (13082188),Nick Vincent,13082188,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,3.49
,,,,,,,,,,,RP,J.J. Hoover (13082192),J.J. Hoover,13082192,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Pat Venditte (13082193),Pat Venditte,13082193,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,-2.95
,,,,,,,,,,,RP,Aaron Barrett (13082195),Aaron Barrett,13082195,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Sam Selman (13082216),Sam Selman,13082216,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,1.45
,,,,,,,,,,,RP,Vidal Nuno III (13082221),Vidal Nuno III,13082221,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Wander Suero (13082257),Wander Suero,13082257,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,2.8
,,,,,,,,,,,1B/OF,Tyler Austin (13082271),Tyler Austin,13082271,1B/OF,4000,WAS@SF 08/05/2019 09:45PM ET,SF,3.79
,,,,,,,,,,,RP,Scott Copeland (13082273),Scott Copeland,13082273,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,RP,Dan Slania (13082285),Dan Slania,13082285,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,RP,Jandel Gustave (13082292),Jandel Gustave,13082292,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,3
,,,,,,,,,,,RP,Williams Jerez (13082324),Williams Jerez,13082324,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,4.58
,,,,,,,,,,,RP,Roenis Elias (13082348),Roenis Elias,13082348,P,4000,WAS@SF 08/05/2019 09:45PM ET,WAS,3.15
,,,,,,,,,,,RP,Trevor Gott (13082352),Trevor Gott,13082352,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,3.84
,,,,,,,,,,,SP,Jose Lopez (13082393),Jose Lopez,13082393,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,SP,Conner Menez (13082499),Conner Menez,13082499,P,4000,WAS@SF 08/05/2019 09:45PM ET,SF,16.25
,,,,,,,,,,,OF,A.J. Pollock (13082204),A.J. Pollock,13082204,OF,3900,STL@LAD 08/05/2019 10:10PM ET,LAD,7.98
,,,,,,,,,,,2B/3B,Tommy Edman (13082463),Tommy Edman,13082463,2B/3B,3900,STL@LAD 08/05/2019 10:10PM ET,STL,6.12
,,,,,,,,,,,C,Rene Rivera (13082094),Rene Rivera,13082094,C,3900,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,3B/OF,Sean Rodriguez (13082104),Sean Rodriguez,13082104,3B/OF,3800,PHI@ARI 08/05/2019 09:40PM ET,PHI,3.56
,,,,,,,,,,,2B,Cesar Hernandez (13082230),Cesar Hernandez,13082230,2B,3800,PHI@ARI 08/05/2019 09:40PM ET,PHI,6.86
,,,,,,,,,,,1B/OF,Matt Beaty (13082345),Matt Beaty,13082345,1B/OF,3800,STL@LAD 08/05/2019 10:10PM ET,LAD,5.7
,,,,,,,,,,,OF,Alex Verdugo (13082434),Alex Verdugo,13082434,OF,3800,STL@LAD 08/05/2019 10:10PM ET,LAD,6.52
,,,,,,,,,,,OF,Mike Yastrzemski (13082226),Mike Yastrzemski,13082226,OF,3800,WAS@SF 08/05/2019 09:45PM ET,SF,7.5
,,,,,,,,,,,OF,Joey Rickard (13082356),Joey Rickard,13082356,OF,3800,WAS@SF 08/05/2019 09:45PM ET,SF,4.55
,,,,,,,,,,,C,Matt Wieters (13082156),Matt Wieters,13082156,C,3700,STL@LAD 08/05/2019 10:10PM ET,STL,5.65
,,,,,,,,,,,3B,Matt Carpenter (13082215),Matt Carpenter,13082215,3B,3700,STL@LAD 08/05/2019 10:10PM ET,STL,6.88
,,,,,,,,,,,OF,Lane Thomas (13082437),Lane Thomas,13082437,OF,3700,STL@LAD 08/05/2019 10:10PM ET,STL,3.67
,,,,,,,,,,,OF,Adam Eaton (13082274),Adam Eaton,13082274,OF,3700,WAS@SF 08/05/2019 09:45PM ET,WAS,7.5
,,,,,,,,,,,OF,Mike Gerber (13082283),Mike Gerber,13082283,OF,3700,WAS@SF 08/05/2019 09:45PM ET,SF,1.75
,,,,,,,,,,,2B/3B,Brad Miller (13082317),Brad Miller,13082317,2B/3B,3600,PHI@ARI 08/05/2019 09:40PM ET,PHI,4.17
,,,,,,,,,,,OF,Adam Haseley (13082488),Adam Haseley,13082488,OF,3600,PHI@ARI 08/05/2019 09:40PM ET,PHI,6.33
,,,,,,,,,,,OF,Jose Martinez (13082155),Jose Martinez,13082155,OF,3600,STL@LAD 08/05/2019 10:10PM ET,STL,5.5
,,,,,,,,,,,2B,Kolten Wong (13082194),Kolten Wong,13082194,2B,3600,STL@LAD 08/05/2019 10:10PM ET,STL,6.48
,,,,,,,,,,,3B,Jedd Gyorko (13082252),Jedd Gyorko,13082252,3B,3600,STL@LAD 08/05/2019 10:10PM ET,LAD,2.45
,,,,,,,,,,,1B/3B,Pablo Sandoval (13082111),Pablo Sandoval,13082111,1B/3B,3600,WAS@SF 08/05/2019 09:45PM ET,SF,5.36
,,,,,,,,,,,C,Stephen Vogt (13082164),Stephen Vogt,13082164,C,3600,WAS@SF 08/05/2019 09:45PM ET,SF,5.19
,,,,,,,,,,,SS,Mauricio Dubon (13082413),Mauricio Dubon,13082413,SS,3600,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Jose Pirela (13082201),Jose Pirela,13082201,OF,3500,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Dexter Fowler (13082116),Dexter Fowler,13082116,OF,3500,STL@LAD 08/05/2019 10:10PM ET,STL,6.15
,,,,,,,,,,,3B/OF,Drew Robinson (13082262),Drew Robinson,13082262,3B/OF,3500,STL@LAD 08/05/2019 10:10PM ET,STL,1
,,,,,,,,,,,OF,Tyler O'Neill (13082405),Tyler O'Neill,13082405,OF,3500,STL@LAD 08/05/2019 10:10PM ET,STL,5.04
,,,,,,,,,,,1B,Ryan Zimmerman (13082117),Ryan Zimmerman,13082117,1B,3500,WAS@SF 08/05/2019 09:45PM ET,WAS,6.12
,,,,,,,,,,,OF,Victor Robles (13082431),Victor Robles,13082431,OF,3500,WAS@SF 08/05/2019 09:45PM ET,WAS,7.42
,,,,,,,,,,,2B,Wilmer Flores (13082198),Wilmer Flores,13082198,2B,3400,PHI@ARI 08/05/2019 09:40PM ET,ARI,4.57
,,,,,,,,,,,3B,Maikel Franco (13082275),Maikel Franco,13082275,3B,3400,PHI@ARI 08/05/2019 09:40PM ET,PHI,5.9
,,,,,,,,,,,OF,Yasmany Tomas (13082395),Yasmany Tomas,13082395,OF,3400,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,1B/3B,Edwin Rios (13082424),Edwin Rios,13082424,1B/3B,3400,STL@LAD 08/05/2019 10:10PM ET,LAD,4.38
,,,,,,,,,,,OF,Kyle Garlick (13082478),Kyle Garlick,13082478,OF,3400,STL@LAD 08/05/2019 10:10PM ET,LAD,2.64
,,,,,,,,,,,OF,Adolis Garcia (13082483),Adolis Garcia,13082483,OF,3400,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,C,Kurt Suzuki (13082115),Kurt Suzuki,13082115,C,3400,WAS@SF 08/05/2019 09:45PM ET,WAS,6.6
,,,,,,,,,,,1B/OF,Gerardo Parra (13082149),Gerardo Parra,13082149,1B/OF,3400,WAS@SF 08/05/2019 09:45PM ET,WAS,4.64
,,,,,,,,,,,2B,Brian Dozier (13082212),Brian Dozier,13082212,2B,3400,WAS@SF 08/05/2019 09:45PM ET,WAS,6.62
,,,,,,,,,,,2B/OF,Kristopher Negron (13082139),Kristopher Negron,13082139,2B/OF,3300,STL@LAD 08/05/2019 10:10PM ET,LAD,5.47
,,,,,,,,,,,C,Francisco Pena (13082152),Francisco Pena,13082152,C,3300,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,3B/OF,Yairo Munoz (13082361),Yairo Munoz,13082361,3B/OF,3300,STL@LAD 08/05/2019 10:10PM ET,STL,3.91
,,,,,,,,,,,OF,Randy Arozarena (13082486),Randy Arozarena,13082486,OF,3300,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,OF,Austin Slater (13082344),Austin Slater,13082344,OF,3300,WAS@SF 08/05/2019 09:45PM ET,SF,6.52
,,,,,,,,,,,C,Spencer Kieboom (13082355),Spencer Kieboom,13082355,C,3300,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,3B,Trevor Plouffe (13082109),Trevor Plouffe,13082109,3B,3200,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Odubel Herrera (13082243),Odubel Herrera,13082243,OF,3200,PHI@ARI 08/05/2019 09:40PM ET,PHI,5.28
,,,,,,,,,,,C/OF,Blake Swihart (13082322),Blake Swihart,13082322,C/OF,3200,PHI@ARI 08/05/2019 09:40PM ET,ARI,3.36
,,,,,,,,,,,3B/SS,Mitch Walding (13082327),Mitch Walding,13082327,3B/SS,3200,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,2B/OF,Rob Refsnyder (13082359),Rob Refsnyder,13082359,2B/OF,3200,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Dylan Cozens (13082372),Dylan Cozens,13082372,OF,3200,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Russell Martin (13082101),Russell Martin,13082101,C,3200,STL@LAD 08/05/2019 10:10PM ET,LAD,4.49
,,,,,,,,,,,OF,Paulo Orlando (13082127),Paulo Orlando,13082127,OF,3200,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Drew Jackson (13082387),Drew Jackson,13082387,OF,3200,STL@LAD 08/05/2019 10:10PM ET,LAD,0.67
,,,,,,,,,,,OF,Jeren Kendall (13082441),Jeren Kendall,13082441,OF,3200,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Conner Capel (13082496),Conner Capel,13082496,OF,3200,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,2B/SS,Donovan Solano (13082122),Donovan Solano,13082122,2B/SS,3200,WAS@SF 08/05/2019 09:45PM ET,SF,5.61
,,,,,,,,,,,OF,Craig Gentry (13082142),Craig Gentry,13082142,OF,3200,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,2B/SS,Cristhian Adames (13082244),Cristhian Adames,13082244,2B/SS,3200,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,C,Aramis Garcia (13082339),Aramis Garcia,13082339,C,3200,WAS@SF 08/05/2019 09:45PM ET,SF,6.17
,,,,,,,,,,,2B/3B,Miguel Gomez (13082364),Miguel Gomez,13082364,2B/3B,3200,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,SS,Abiatal Avelino (13082370),Abiatal Avelino,13082370,SS,3200,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,1B/OF,Chris Shaw (13082384),Chris Shaw,13082384,1B/OF,3200,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,3B,Ryder Jones (13082404),Ryder Jones,13082404,3B,3200,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,SS,Carter Kieboom (13082491),Carter Kieboom,13082491,SS,3200,WAS@SF 08/05/2019 09:45PM ET,WAS,4.46
,,,,,,,,,,,OF,Lane Adams (13082214),Lane Adams,13082214,OF,3100,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SS,Domingo Leyba (13082397),Domingo Leyba,13082397,SS,3100,PHI@ARI 08/05/2019 09:40PM ET,ARI,1.7
,,,,,,,,,,,OF,Andrew Toles (13082264),Andrew Toles,13082264,OF,3100,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,2B,Max Schrock (13082382),Max Schrock,13082382,2B,3100,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,SS,Edmundo Sosa (13082399),Edmundo Sosa,13082399,SS,3100,STL@LAD 08/05/2019 10:10PM ET,STL,1
,,,,,,,,,,,OF,Justin Williams (13082403),Justin Williams,13082403,OF,3100,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,3B,Elehuris Montero (13082458),Elehuris Montero,13082458,3B,3100,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,SS,Gavin Lux (13082490),Gavin Lux,13082490,SS,3100,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,1B,Brandon Belt (13082144),Brandon Belt,13082144,1B,3100,WAS@SF 08/05/2019 09:45PM ET,SF,6.75
,,,,,,,,,,,C,Buster Posey (13082183),Buster Posey,13082183,C,3100,WAS@SF 08/05/2019 09:45PM ET,SF,5.99
,,,,,,,,,,,OF,John Andreoli (13082298),John Andreoli,13082298,OF,3100,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Kevin Pillar (13082302),Kevin Pillar,13082302,OF,3100,WAS@SF 08/05/2019 09:45PM ET,SF,6.71
,,,,,,,,,,,OF,Michael Reed (13082326),Michael Reed,13082326,OF,3100,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Matt Szczur (13082168),Matt Szczur,13082168,OF,3000,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,2B/3B,Jesmuel Valentin (13082368),Jesmuel Valentin,13082368,2B/3B,3000,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Yadier Molina (13082093),Yadier Molina,13082093,C,3000,STL@LAD 08/05/2019 10:10PM ET,STL,6
,,,,,,,,,,,OF,Ezequiel Carrera (13082177),Ezequiel Carrera,13082177,OF,3000,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,2B/SS,Daniel Castro (13082290),Daniel Castro,13082290,2B/SS,3000,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Austin Barnes (13082303),Austin Barnes,13082303,C,3000,STL@LAD 08/05/2019 10:10PM ET,LAD,4.99
,,,,,,,,,,,SS,Ramon Urias (13082311),Ramon Urias,13082311,SS,3000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,C,Joe Hudson (13082377),Joe Hudson,13082377,C,3000,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,C,Andrew Knizner (13082454),Andrew Knizner,13082454,C,3000,STL@LAD 08/05/2019 10:10PM ET,STL,5.9
,,,,,,,,,,,2B/SS,Omar Estevez (13082484),Omar Estevez,13082484,2B/SS,3000,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Drew Ferguson (13082476),Drew Ferguson,13082476,OF,3000,WAS@SF 08/05/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Abraham Almonte (13082178),Abraham Almonte,13082178,OF,2900,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Cameron Perkins (13082235),Cameron Perkins,13082235,OF,2900,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,1B,Tyler White (13082414),Tyler White,13082414,1B,2900,STL@LAD 08/05/2019 10:10PM ET,LAD,4.47
,,,,,,,,,,,OF,DJ Peters (13082443),DJ Peters,13082443,OF,2900,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Connor Wong (13082465),Connor Wong,13082465,C,2900,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Dylan Carlson (13082492),Dylan Carlson,13082492,OF,2900,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,OF,Michael A. Taylor (13082207),Michael A. Taylor,13082207,OF,2900,WAS@SF 08/05/2019 09:45PM ET,WAS,2.51
,,,,,,,,,,,C,Yan Gomes (13082213),Yan Gomes,13082213,C,2900,WAS@SF 08/05/2019 09:45PM ET,WAS,5.24
,,,,,,,,,,,C,Raudy Read (13082310),Raudy Read,13082310,C,2900,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF/SS,Phil Gosselin (13082248),Phil Gosselin,13082248,SS/OF,2800,PHI@ARI 08/05/2019 09:40PM ET,PHI,1.94
,,,,,,,,,,,3B/SS,Juniel Querecuto (13082276),Juniel Querecuto,13082276,3B/SS,2800,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Marcus Wilson (13082435),Marcus Wilson,13082435,OF,2800,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,C,Daulton Varsho (13082506),Daulton Varsho,13082506,C,2800,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Connor Joe (13082422),Connor Joe,13082422,OF,2800,STL@LAD 08/05/2019 10:10PM ET,LAD,0.88
,,,,,,,,,,,1B,Luken Baker (13082479),Luken Baker,13082479,1B,2800,STL@LAD 08/05/2019 10:10PM ET,STL,0
,,,,,,,,,,,OF,Moises Sierra (13082182),Moises Sierra,13082182,OF,2800,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,2B/SS,Luis Sardinas (13082295),Luis Sardinas,13082295,2B/SS,2800,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Tyler Goeddel (13082315),Tyler Goeddel,13082315,OF,2800,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Shane Robinson (13082136),Shane Robinson,13082136,OF,2700,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Rob Brantly (13082254),Rob Brantly,13082254,C,2700,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,2B/SS,Kelby Tomlinson (13082335),Kelby Tomlinson,13082335,2B/SS,2700,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B,Andy Young (13082500),Andy Young,13082500,3B,2700,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B,Drew Ellis (13082505),Drew Ellis,13082505,3B,2700,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Seth Beer (13082510),Seth Beer,13082510,OF,2700,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,1B,Rangel Ravelo (13082265),Rangel Ravelo,13082265,1B,2700,STL@LAD 08/05/2019 10:10PM ET,STL,1.21
,,,,,,,,,,,OF,Harrison Bader (13082449),Harrison Bader,13082449,OF,2700,STL@LAD 08/05/2019 10:10PM ET,STL,4.5
,,,,,,,,,,,SS,Brandon Crawford (13082186),Brandon Crawford,13082186,SS,2700,WAS@SF 08/05/2019 09:45PM ET,SF,5.99
,,,,,,,,,,,1B,Jose Marmolejos (13082333),Jose Marmolejos,13082333,1B,2700,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,2B/3B,Jacob Wilson (13082378),Jacob Wilson,13082378,2B/3B,2700,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Telmito Agustin (13082430),Telmito Agustin,13082430,OF,2700,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Andrew Stevenson (13082453),Andrew Stevenson,13082453,OF,2700,WAS@SF 08/05/2019 09:45PM ET,WAS,2.23
,,,,,,,,,,,C,Alberto Rosario (13082179),Alberto Rosario,13082179,C,2600,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,C,Andrew Knapp (13082284),Andrew Knapp,13082284,C,2600,PHI@ARI 08/05/2019 09:40PM ET,PHI,2.38
,,,,,,,,,,,OF,Cornelius Randolph (13082471),Cornelius Randolph,13082471,OF,2600,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Mickey Moniak (13082489),Mickey Moniak,13082489,OF,2600,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Keibert Ruiz (13082459),Keibert Ruiz,13082459,C,2600,STL@LAD 08/05/2019 10:10PM ET,LAD,0
,,,,,,,,,,,3B,Brandon Snyder (13082121),Brandon Snyder,13082121,3B,2600,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Collin Cowgill (13082172),Collin Cowgill,13082172,OF,2600,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,2B,Scooter Gennett (13082217),Scooter Gennett,13082217,2B,2600,WAS@SF 08/05/2019 09:45PM ET,SF,3.92
,,,,,,,,,,,1B,Adrian Sanchez (13082238),Adrian Sanchez,13082238,1B,2600,WAS@SF 08/05/2019 09:45PM ET,WAS,1
,,,,,,,,,,,OF,Steven Duggar (13082423),Steven Duggar,13082423,OF,2600,WAS@SF 08/05/2019 09:45PM ET,SF,5.57
,,,,,,,,,,,1B/3B,Jake Noll (13082469),Jake Noll,13082469,1B/3B,2600,WAS@SF 08/05/2019 09:45PM ET,WAS,2
,,,,,,,,,,,1B/C,Matt McBride (13082133),Matt McBride,13082133,C/1B,2500,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Caleb Joseph (13082190),Caleb Joseph,13082190,C,2500,PHI@ARI 08/05/2019 09:40PM ET,ARI,2.46
,,,,,,,,,,,2B,Daniel Brito (13082460),Daniel Brito,13082460,2B,2500,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SS,Jazz Chisholm (13082501),Jazz Chisholm,13082501,SS,2500,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,C,Tres Barrera (13082455),Tres Barrera,13082455,C,2500,WAS@SF 08/05/2019 09:45PM ET,WAS,0
,,,,,,,,,,,2B/OF,Andrew Romine (13082169),Andrew Romine,13082169,2B/OF,2400,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Nick Williams (13082375),Nick Williams,13082375,OF,2400,PHI@ARI 08/05/2019 09:40PM ET,PHI,1.83
,,,,,,,,,,,1B,Pavin Smith (13082442),Pavin Smith,13082442,1B,2400,PHI@ARI 08/05/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SS,Arquimedes Gamboa (13082480),Arquimedes Gamboa,13082480,SS,2400,PHI@ARI 08/05/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SS,Wilmer Difo (13082293),Wilmer Difo,13082293,SS,2400,WAS@SF 08/05/2019 09:45PM ET,WAS,4.31
