P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,2B/SS,Cristhian Adames (13087543),Cristhian Adames,13087543,2B/SS,3200,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,C,Aramis Garcia (13087660),Aramis Garcia,13087660,C,3200,WAS@SF 08/06/2019 09:45PM ET,SF,6.17
,,,,,,,,,,,2B/3B,Miguel Gomez (13087689),Miguel Gomez,13087689,2B/3B,3200,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SS,Abiatal Avelino (13087696),Abiatal Avelino,13087696,SS,3200,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,1B/OF,Chris Shaw (13087715),Chris Shaw,13087715,1B/OF,3200,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,3B,Ryder Jones (13087742),Ryder Jones,13087742,3B,3200,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Steven Duggar (13087768),Steven Duggar,13087768,OF,3200,WAS@SF 08/06/2019 09:45PM ET,SF,5.49
,,,,,,,,,,,SS,Carter Kieboom (13087867),Carter Kieboom,13087867,SS,3200,WAS@SF 08/06/2019 09:45PM ET,WAS,4.46
,,,,,,,,,,,OF,Lane Adams (13087504),Lane Adams,13087504,OF,3100,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SS,Domingo Leyba (13087731),Domingo Leyba,13087731,SS,3100,PHI@ARI 08/06/2019 09:40PM ET,ARI,1.7
,,,,,,,,,,,OF,Andrew Toles (13087569),Andrew Toles,13087569,OF,3100,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,3B/OF,Yairo Munoz (13087685),Yairo Munoz,13087685,3B/OF,3100,STL@LAD 08/06/2019 10:10PM ET,STL,3.85
,,,,,,,,,,,2B,Max Schrock (13087713),Max Schrock,13087713,2B,3100,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,SS,Edmundo Sosa (13087733),Edmundo Sosa,13087733,SS,3100,STL@LAD 08/06/2019 10:10PM ET,STL,1
,,,,,,,,,,,OF,Justin Williams (13087740),Justin Williams,13087740,OF,3100,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,3B,Elehuris Montero (13087817),Elehuris Montero,13087817,3B,3100,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,SS,Gavin Lux (13087864),Gavin Lux,13087864,SS,3100,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Denard Span (13087369),Denard Span,13087369,OF,3100,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,C,Mike Marjama (13087622),Mike Marjama,13087622,C,3100,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,2B,Shed Long (13087757),Shed Long,13087757,2B,3100,SD@SEA 08/06/2019 10:10PM ET,SEA,6.95
,,,,,,,,,,,OF,Dom Thompson-Williams (13087792),Dom Thompson-Williams,13087792,OF,3100,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Jake Fraley (13087811),Jake Fraley,13087811,OF,3100,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,C,Yan Gomes (13087503),Yan Gomes,13087503,C,3100,WAS@SF 08/06/2019 09:45PM ET,WAS,5.24
,,,,,,,,,,,2B,Scooter Gennett (13087508),Scooter Gennett,13087508,2B,3100,WAS@SF 08/06/2019 09:45PM ET,SF,3.88
,,,,,,,,,,,OF,John Andreoli (13087606),John Andreoli,13087606,OF,3100,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Michael Reed (13087646),Michael Reed,13087646,OF,3100,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Matt Szczur (13087443),Matt Szczur,13087443,OF,3000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,2B/3B,Jesmuel Valentin (13087694),Jesmuel Valentin,13087694,2B/3B,3000,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Yadier Molina (13087358),Yadier Molina,13087358,C,3000,STL@LAD 08/06/2019 10:10PM ET,STL,6
,,,,,,,,,,,OF,Ezequiel Carrera (13087453),Ezequiel Carrera,13087453,OF,3000,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,2B/SS,Daniel Castro (13087598),Daniel Castro,13087598,2B/SS,3000,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Austin Barnes (13087615),Austin Barnes,13087615,C,3000,STL@LAD 08/06/2019 10:10PM ET,LAD,4.99
,,,,,,,,,,,SS,Ramon Urias (13087628),Ramon Urias,13087628,SS,3000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,C,Joe Hudson (13087705),Joe Hudson,13087705,C,3000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,2B/SS,Omar Estevez (13087856),Omar Estevez,13087856,2B/SS,3000,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,2B,Ian Kinsler (13087372),Ian Kinsler,13087372,2B,3000,SD@SEA 08/06/2019 10:10PM ET,SD,4.74
,,,,,,,,,,,OF,Keon Broxton (13087481),Keon Broxton,13087481,OF,3000,SD@SEA 08/06/2019 10:10PM ET,SEA,3.61
,,,,,,,,,,,C,Austin Hedges (13087644),Austin Hedges,13087644,C,3000,SD@SEA 08/06/2019 10:10PM ET,SD,4.82
,,,,,,,,,,,C,Luis Torrens (13087765),Luis Torrens,13087765,C,3000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,C,Austin Allen (13087838),Austin Allen,13087838,C,3000,SD@SEA 08/06/2019 10:10PM ET,SD,2.81
,,,,,,,,,,,3B,Ty France (13087849),Ty France,13087849,3B,3000,SD@SEA 08/06/2019 10:10PM ET,SD,4.35
,,,,,,,,,,,OF,Andrew Stevenson (13087810),Andrew Stevenson,13087810,OF,3000,WAS@SF 08/06/2019 09:45PM ET,WAS,2.23
,,,,,,,,,,,OF,Drew Ferguson (13087845),Drew Ferguson,13087845,OF,3000,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,OF,Abraham Almonte (13087454),Abraham Almonte,13087454,OF,2900,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Cameron Perkins (13087528),Cameron Perkins,13087528,OF,2900,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,1B,Tyler White (13087754),Tyler White,13087754,1B,2900,STL@LAD 08/06/2019 10:10PM ET,LAD,4.42
,,,,,,,,,,,OF,DJ Peters (13087795),DJ Peters,13087795,OF,2900,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Andrew Knizner (13087812),Andrew Knizner,13087812,C,2900,STL@LAD 08/06/2019 10:10PM ET,STL,5.36
,,,,,,,,,,,C,Connor Wong (13087826),Connor Wong,13087826,C,2900,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Dylan Carlson (13087868),Dylan Carlson,13087868,OF,2900,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,3B,Chase Headley (13087397),Chase Headley,13087397,3B,2900,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,1B,Evan White (13087861),Evan White,13087861,1B,2900,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Michael A. Taylor (13087497),Michael A. Taylor,13087497,OF,2900,WAS@SF 08/06/2019 09:45PM ET,WAS,2.51
,,,,,,,,,,,2B,Joe Panik (13087611),Joe Panik,13087611,2B,2900,WAS@SF 08/06/2019 09:45PM ET,SF,5.06
,,,,,,,,,,,C,Raudy Read (13087627),Raudy Read,13087627,C,2900,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF/SS,Phil Gosselin (13087547),Phil Gosselin,13087547,SS/OF,2800,PHI@ARI 08/06/2019 09:40PM ET,PHI,1.94
,,,,,,,,,,,3B/SS,Juniel Querecuto (13087581),Juniel Querecuto,13087581,3B/SS,2800,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Marcus Wilson (13087783),Marcus Wilson,13087783,OF,2800,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,C,Daulton Varsho (13087891),Daulton Varsho,13087891,C,2800,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Connor Joe (13087767),Connor Joe,13087767,OF,2800,STL@LAD 08/06/2019 10:10PM ET,LAD,0.88
,,,,,,,,,,,1B,Luken Baker (13087850),Luken Baker,13087850,1B,2800,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,C,Jose Lobaton (13087371),Jose Lobaton,13087371,C,2800,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Kyle Lewis (13087813),Kyle Lewis,13087813,OF,2800,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,OF,Moises Sierra (13087458),Moises Sierra,13087458,OF,2800,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,1B,Adrian Sanchez (13087532),Adrian Sanchez,13087532,1B,2800,WAS@SF 08/06/2019 09:45PM ET,WAS,1
,,,,,,,,,,,2B/SS,Luis Sardinas (13087603),Luis Sardinas,13087603,2B/SS,2800,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Tyler Goeddel (13087633),Tyler Goeddel,13087633,OF,2800,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Shane Robinson (13087411),Shane Robinson,13087411,OF,2700,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Rob Brantly (13087554),Rob Brantly,13087554,C,2700,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Andrew Knapp (13087591),Andrew Knapp,13087591,C,2700,PHI@ARI 08/06/2019 09:40PM ET,PHI,2.38
,,,,,,,,,,,2B/SS,Kelby Tomlinson (13087655),Kelby Tomlinson,13087655,2B/SS,2700,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B,Andy Young (13087880),Andy Young,13087880,3B,2700,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B,Drew Ellis (13087890),Drew Ellis,13087890,3B,2700,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Seth Beer (13087900),Seth Beer,13087900,OF,2700,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,1B,Rangel Ravelo (13087570),Rangel Ravelo,13087570,1B,2700,STL@LAD 08/06/2019 10:10PM ET,STL,1.21
,,,,,,,,,,,OF,Harrison Bader (13087806),Harrison Bader,13087806,OF,2700,STL@LAD 08/06/2019 10:10PM ET,STL,4.5
,,,,,,,,,,,C,A.J. Ellis (13087370),A.J. Ellis,13087370,C,2700,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Dustin Ackley (13087489),Dustin Ackley,13087489,OF,2700,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,1B/OF,Ryan Court (13087618),Ryan Court,13087618,1B/OF,2700,SD@SEA 08/06/2019 10:10PM ET,SEA,2.67
,,,,,,,,,,,2B,Tim Lopes (13087703),Tim Lopes,13087703,2B,2700,SD@SEA 08/06/2019 10:10PM ET,SEA,6.5
,,,,,,,,,,,OF,Boog Powell (13087710),Boog Powell,13087710,OF,2700,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,2B,Luis Urias (13087778),Luis Urias,13087778,2B,2700,SD@SEA 08/06/2019 10:10PM ET,SD,3.25
,,,,,,,,,,,OF,Edward Olivares (13087803),Edward Olivares,13087803,OF,2700,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,3B,Joe Rizzo (13087865),Joe Rizzo,13087865,3B,2700,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,1B,Jose Marmolejos (13087653),Jose Marmolejos,13087653,1B,2700,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,2B/3B,Jacob Wilson (13087707),Jacob Wilson,13087707,2B/3B,2700,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Telmito Agustin (13087776),Telmito Agustin,13087776,OF,2700,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,C,Alberto Rosario (13087455),Alberto Rosario,13087455,C,2600,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Cornelius Randolph (13087832),Cornelius Randolph,13087832,OF,2600,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Mickey Moniak (13087863),Mickey Moniak,13087863,OF,2600,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Keibert Ruiz (13087818),Keibert Ruiz,13087818,C,2600,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,OF,Mac Williamson (13087667),Mac Williamson,13087667,OF,2600,SD@SEA 08/06/2019 10:10PM ET,SEA,4.8
,,,,,,,,,,,OF,Buddy Reed (13087759),Buddy Reed,13087759,OF,2600,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,3B,Brandon Snyder (13087393),Brandon Snyder,13087393,3B,2600,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Collin Cowgill (13087448),Collin Cowgill,13087448,OF,2600,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,1B/3B,Jake Noll (13087830),Jake Noll,13087830,1B/3B,2600,WAS@SF 08/06/2019 09:45PM ET,WAS,2
,,,,,,,,,,,1B/C,Matt McBride (13087408),Matt McBride,13087408,C/1B,2500,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Caleb Joseph (13087473),Caleb Joseph,13087473,C,2500,PHI@ARI 08/06/2019 09:40PM ET,ARI,2.46
,,,,,,,,,,,2B,Daniel Brito (13087819),Daniel Brito,13087819,2B,2500,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SS,Jazz Chisholm (13087881),Jazz Chisholm,13087881,SS,2500,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Ichiro Suzuki (13087355),Ichiro Suzuki,13087355,OF,2500,SD@SEA 08/06/2019 10:10PM ET,SEA,1
,,,,,,,,,,,C,Tres Barrera (13087814),Tres Barrera,13087814,C,2500,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,2B/OF,Andrew Romine (13087444),Andrew Romine,13087444,2B/OF,2400,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Nick Williams (13087702),Nick Williams,13087702,OF,2400,PHI@ARI 08/06/2019 09:40PM ET,PHI,1.83
,,,,,,,,,,,1B,Pavin Smith (13087794),Pavin Smith,13087794,1B,2400,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SS,Arquimedes Gamboa (13087852),Arquimedes Gamboa,13087852,SS,2400,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SS,Wilmer Difo (13087601),Wilmer Difo,13087601,SS,2400,WAS@SF 08/06/2019 09:45PM ET,WAS,4.31
,,,,,,,,,,,OF,Rafael Bautista (13087687),Rafael Bautista,13087687,OF,2400,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,2B/SS,Gregorio Petit (13087376),Gregorio Petit,13087376,2B/SS,2300,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,2B/SS,Gift Ngoepe (13087515),Gift Ngoepe,13087515,2B/SS,2300,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Braden Bishop (13087720),Braden Bishop,13087720,OF,2300,SD@SEA 08/06/2019 10:10PM ET,SEA,1.2
,,,,,,,,,,,C,Cal Raleigh (13087860),Cal Raleigh,13087860,C,2300,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,SS,Hudson Sanchez (13087866),Hudson Sanchez,13087866,SS,2300,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Jarred Kelenic (13087898),Jarred Kelenic,13087898,OF,2300,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,3B,Zach Green (13087701),Zach Green,13087701,3B,2300,WAS@SF 08/06/2019 09:45PM ET,SF,2
,,,,,,,,,,,C,Joey Bart (13087846),Joey Bart,13087846,C,2300,WAS@SF 08/06/2019 09:45PM ET,SF,0
,,,,,,,,,,,SS,Jeter Downs (13087889),Jeter Downs,13087889,SS,2200,STL@LAD 08/06/2019 10:10PM ET,LAD,0
,,,,,,,,,,,C,Chris Stewart (13087364),Chris Stewart,13087364,C,2200,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SS,Javy Guerra (13087734),Javy Guerra,13087734,SS,2200,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SS,Gabriel Arias (13087895),Gabriel Arias,13087895,SS,2200,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Tirso Ornelas (13087896),Tirso Ornelas,13087896,OF,2200,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SS,Allen Cordoba (13087736),Allen Cordoba,13087736,SS,2100,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,OF,Julio Rodriguez (13087897),Julio Rodriguez,13087897,OF,2100,SD@SEA 08/06/2019 10:10PM ET,SEA,0
,,,,,,,,,,,C,Miguel Montero (13087363),Miguel Montero,13087363,C,2100,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,OF,Nick Banks (13087827),Nick Banks,13087827,OF,2100,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,2B/SS,Luis Garcia (13087884),Luis Garcia,13087884,2B/SS,2100,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,3B/OF,Jose Bautista (13087360),Jose Bautista,13087360,3B/OF,2000,PHI@ARI 08/06/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Andrew McCutchen (13087390),Andrew McCutchen,13087390,OF,2000,PHI@ARI 08/06/2019 09:40PM ET,PHI,8.66
,,,,,,,,,,,OF,Steven Souza Jr. (13087436),Steven Souza Jr.,13087436,OF,2000,PHI@ARI 08/06/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B,Nolan Gorman (13087899),Nolan Gorman,13087899,3B,2000,STL@LAD 08/06/2019 10:10PM ET,STL,0
,,,,,,,,,,,SS,Ruddy Giron (13087799),Ruddy Giron,13087799,SS,2000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,SS,Xavier Edwards (13087901),Xavier Edwards,13087901,SS,2000,SD@SEA 08/06/2019 10:10PM ET,SD,0
,,,,,,,,,,,2B/3B,Matt Reynolds (13087616),Matt Reynolds,13087616,2B/3B,2000,WAS@SF 08/06/2019 09:45PM ET,WAS,0
,,,,,,,,,,,SS,Jose Sanchez (13087894),Jose Sanchez,13087894,SS,2000,WAS@SF 08/06/2019 09:45PM ET,WAS,0
