Name,Salary,Team,Pos,Opp,Proj_FP,Line,PP_Line
Ivan Prosvetov,6500,ARI,G,STL,0.0,,
Ville Heinola,2500,WPG,D,CGY,0.0,x,
Tobias Bjornfot,2500,LA,D,ANH,0.0,x,
Brennan Menell,2500,MIN,D,COL,0.0,x,
Christian Wolanin,2500,OTT,D,EDM,0.0,x,
Cooper Marody,2500,EDM,C,OTT,0.0,,
Cameron Johnson,6500,CLS,G,DAL,0.0,,
Mitch Reinke,2500,STL,D,ARI,0.0,x,
Nolan Stevens,2500,STL,C,ARI,0.0,,
C.J. Suess,2500,WPG,LW,CGY,0.0,,
Daniel Brickley,2500,LA,D,ANH,0.0,x,
Sheldon Rempal,2500,CAR,RW,CHI,0.0,,
Matthew Phillips,2500,CGY,C,WPG,0.0,,
Olle Eriksson Ek,6500,ANH,G,LA,0.0,,
Martin Kaut,2500,COL,RW,MIN,0.0,,
Ryan McLeod,2500,EDM,C,OTT,0.0,,
Nicolas Beaudin,2500,CHI,D,CAR,0.0,x,
Isac Lundestrom,2500,ANH,C,LA,0.0,6,
David Gustafsson,2500,WPG,C,CGY,0.0,5,
Rasmus Kupari,2500,LA,C,ANH,0.0,,
Dmitry Sokolov,2500,MIN,RW,COL,0.0,,
Pavel Francouz,7900,COL,G,MIN,0.0,,
Jonathan Davidsson,2500,OTT,RW,EDM,0.0,,
Alex Formenton,2500,OTT,LW,EDM,0.0,,
Mario Kempe,2500,LA,C,ANH,0.0,,
Tim Soderlund,2500,CHI,C,CAR,0.0,,
Tyler Steenbergen,2500,ARI,LW,STL,0.0,,
Cale Fleury,2500,MON,D,VAN,0.0,x,
Dylan Samberg,2500,WPG,D,CGY,0.0,x,
Mackenzie Entwistle,2500,CHI,RW,CAR,0.0,5,
Ostap Safin,2500,EDM,RW,OTT,0.0,,
Emil Bemstrom,2500,CLS,C,DAL,0.0,5,
Antoine Morand,2500,ANH,C,LA,0.0,,
Stelio Mattheos,2500,CAR,RW,CHI,0.0,,
Nick Henry,2500,COL,RW,MIN,0.0,,
Evan Barratt,2500,CHI,C,CAR,0.0,,
Adam Ruzicka,2500,CGY,C,WPG,0.0,,
Jason Robertson,2500,DAL,LW,CLS,0.0,5,
Collin Delia,6500,CHI,G,CAR,0.0,,
Dominic Toninato,2500,WPG,LW,CGY,0.0,6,
Andrei Altybarmakyan,2500,CHI,RW,CAR,0.0,,
Stuart Skinner,8300,EDM,G,OTT,0.0,,
Cameron Crotty,2500,ARI,D,STL,0.0,x,
Jaret Anderson-Dolan,2500,LA,C,ANH,0.0,5,
Erik Brannstrom,2500,OTT,D,EDM,0.0,x,
Michael DiPietro,6500,VAN,G,MON,0.0,,
Matiss Kivlenieks,6500,CLS,G,DAL,0.0,,
Bokondji Imama,2500,LA,LW,ANH,0.0,,
Filip Chlapik,2500,OTT,C,EDM,0.0,6,
Guillaume Brisebois,2500,VAN,D,MON,0.0,x,
Michael McNiven,6500,MON,G,VAN,0.0,,
Adin Hill,6500,ARI,G,STL,0.0,,
Adam Werner,6500,COL,G,MIN,0.0,,
Veini Vehvilainen,6500,CLS,G,DAL,0.0,,
Jeremy Helvig,6500,CAR,G,CHI,0.0,,
Glenn Gawdin,2500,CGY,C,WPG,0.0,,
Christian Fischer,2500,ARI,LW,STL,0.0,6,
Joseph Blandisi,2500,MON,C,VAN,0.0,,
Antoine Bibeau,6500,CAR,G,CHI,0.0,,
Ville Husso,8100,STL,G,ARI,0.0,,
Dakota Mermis,2500,MIN,D,COL,0.0,x,
Andrew Agozzino,3000,ANH,C,LA,0.0,5,
Joakim Ryan,2500,CAR,D,CHI,0.0,x,
Matthew Peca,2500,OTT,C,EDM,0.0,7,
Blake Speers,2500,ARI,C,STL,0.0,,
Oliver Kylington,2500,CGY,D,WPG,0.0,x,
Gabriel Carlsson,2500,CLS,D,DAL,0.0,x,
Sami Niku,2500,WPG,D,CGY,0.0,x,
Austin Strand,2500,LA,D,ANH,0.0,x,
Lukas Jasek,2500,VAN,RW,MON,0.0,,
Andrew Poturalski,2500,ANH,C,LA,0.0,,
Dan Renouf,2500,COL,D,MIN,0.0,x,
Charlie Lindgren,6500,MON,G,VAN,0.0,,
Ashton Sautner,2500,VAN,D,MON,0.0,x,
Kevin Stenlund,2900,CLS,RW,DAL,0.0,8,
Kyle Capobianco,2500,ARI,D,STL,0.0,x,
Jean-Christophe Beaudin,2500,OTT,C,EDM,0.0,,
Lukas Vejdemo,2500,MON,LW,VAN,0.0,,
Dennis Gilbert,2500,COL,D,MIN,0.0,x,
Kole Sherwood,2500,CLS,RW,DAL,0.0,,
Dominik Simon,2500,CGY,RW,WPG,0.0,5,
Michael Bunting,2500,ARI,LW,STL,0.0,,
Caleb Jones,2500,EDM,D,OTT,0.0,x,
Hunter Miska,7900,COL,G,MIN,0.0,,
Giovanni Fiore,2500,ARI,LW,STL,0.0,,
Steven Lorentz,2500,CAR,LW,CHI,0.0,5,
Ryan Poehling,2500,MON,C,VAN,0.0,5,
Shane Bowers,2500,COL,C,MIN,0.0,5,
Landon Bow,6500,DAL,G,CLS,0.0,,
Gavin Bayreuther,2500,CLS,D,DAL,0.0,x,
Vinni Lettieri,2500,ANH,RW,LA,0.0,5,
Joseph Gambardella,2500,EDM,LW,OTT,0.0,,
Mike Vecchione,2500,COL,C,MIN,0.0,,
Spencer Smallman,2500,CAR,RW,CHI,0.0,,
Max Lajoie,2500,CAR,D,CHI,0.0,x,
Josh Mahura,2500,ANH,D,LA,0.0,x,
Matt Luff,2500,LA,RW,ANH,0.0,5,
Brayden Burke,2500,ARI,LW,STL,0.0,,
Lane Pederson,2500,ARI,C,STL,0.0,,
Calvin Thurkauf,2500,CLS,C,DAL,0.0,,
Logan Brown,2500,OTT,C,EDM,0.0,,
Jake Bean,2500,CAR,D,CHI,0.0,x,
Patrick Russell,2800,EDM,RW,OTT,0.0,5,
Anton Lindholm,2500,CHI,D,CAR,0.0,x,
Sam Anas,2500,STL,C,ARI,0.0,,
Olli Juolevi,2500,VAN,D,MON,0.0,x,
Alexander Nylander,2500,CHI,LW,CAR,0.0,8,
Tyler Benson,2500,EDM,LW,OTT,0.0,,
Cam Morrison,2500,CHI,LW,CAR,0.0,,
Filip Gustavsson,6500,OTT,G,EDM,0.0,,
Cliff Pu,2500,CLS,RW,DAL,0.0,,
Vitali Abramov,2500,OTT,RW,EDM,0.0,,
Nelson Nogier,2500,WPG,D,CGY,0.0,x,
Cam Dineen,2500,ARI,D,STL,0.0,x,
Tanner Kaspick,2500,STL,C,ARI,0.0,,
Chad Krys,2500,CHI,D,CAR,0.0,x,
Andrew Peeke,2500,CLS,D,DAL,0.0,x,
