Name,Salary,Team,Pos,Opp,Proj_FP,Line,PP_Line
Alex Tuch,4700,VGK,LW,ARI,8.78,3,1
Phil Kessel,5800,ARI,RW,VGK,8.59,2,1
Morgan Rielly,4800,TOR,D,CGY,8.51,x,1
Conor Garland,6000,ARI,RW,VGK,8.40,1,2
Victor Olofsson,4800,BUF,LW,WAS,8.38,2,1
Tom Wilson,5400,WAS,RW,BUF,8.38,1,1
Dylan Strome,5200,CHI,C,DET,8.31,2,1
William Karlsson,5300,VGK,C,ARI,8.10,2,1
Sam Reinhart,5300,BUF,RW,WAS,7.96,1,1
Clayton Keller,5200,ARI,LW,VGK,7.90,2,1
Dominik Kubalik,5100,CHI,LW,DET,7.69,2,2
Tyler Bertuzzi,4500,DET,LW,CHI,7.60,3,1
Lars Eller,3700,WAS,C,BUF,7.56,2,2
Filip Hronek,4900,DET,D,CHI,7.51,x,1
Christian Dvorak,4800,ARI,C,VGK,7.50,3,2
Mikael Backlund,5100,CGY,C,TOR,7.35,3,2
Alec Martinez,5300,VGK,D,ARI,7.14,x,2
Rasmus Dahlin,4100,BUF,D,WAS,7.11,x,1
Rasmus Andersson,5200,CGY,D,TOR,7.08,x,1
Jakob Chychrun,5500,ARI,D,VGK,7.02,x,2
Connor Murphy,5100,CHI,D,DET,7.01,x,2
Zach Hyman,5000,TOR,LW,CGY,6.98,1,2
Andrew Mangiapane,3700,CGY,LW,TOR,6.97,1,2
Rasmus Ristolainen,5000,BUF,D,WAS,6.85,x,
Jake Muzzin,4700,TOR,D,CGY,6.85,x,
Michael Rasmussen,3100,DET,C,CHI,6.79,2,2
Brandon Montour,3600,BUF,D,WAS,6.62,x,
Eric Staal,4200,BUF,C,WAS,6.58,2,2
Dylan Cozens,2900,BUF,RW,WAS,6.58,3,2
Bobby Ryan,5700,DET,LW,CHI,6.57,2,1
Richard Panik,2500,WAS,LW,BUF,6.57,2,2
Andrew Shaw,3500,CHI,RW,DET,6.48,3,1
Chris Tanev,4500,CGY,D,TOR,6.33,x,
Nick Schmaltz,5600,ARI,C,VGK,6.32,1,2
Derick Brassard,3400,ARI,LW,VGK,6.17,3,2
Duncan Keith,5700,CHI,D,DET,6.16,x,2
Alex Goligoski,4000,ARI,D,VGK,6.08,x,
Tyler Pitlick,2700,ARI,RW,VGK,5.80,3,1
Alex Kerfoot,3500,TOR,C,CGY,5.74,2,2
T.J. Brodie,4600,TOR,D,CGY,5.70,x,2
Vladislav Namestnikov,3000,DET,LW,CHI,5.68,1,2
Noah Hanifin,3000,CGY,D,TOR,5.67,x,
Sam Bennett,2500,CGY,LW,TOR,5.63,3,2
Cody Glass,3300,VGK,C,ARI,5.59,3,2
Mattias Janmark,3100,CHI,LW,DET,5.53,3,2
Drake Caggiula,3200,ARI,LW,VGK,5.42,1,
Justin Holl,3100,TOR,D,CGY,5.39,x,
Colin Miller,2500,BUF,D,WAS,5.05,x,2
Patrik Nemeth,3500,DET,D,CHI,4.91,x,
Jake McCabe,3700,BUF,D,WAS,4.82,x,
Justin Schultz,2500,WAS,D,BUF,4.76,x,2
Pius Suter,4000,CHI,C,DET,4.74,1,2
Jimmy Vesey,4200,TOR,LW,CGY,4.70,2,2
Chandler Stephenson,4600,VGK,C,ARI,4.70,1,
Brayden McNabb,3400,VGK,D,ARI,4.64,x,
Nikita Zadorov,2900,CHI,D,DET,4.56,x,
Jeff Skinner,3900,BUF,LW,WAS,4.54,4,2
Alex Biega,2500,DET,D,CHI,4.51,x,
Zdeno Chara,2700,WAS,D,BUF,4.46,x,
Henri Jokiharju,2800,BUF,D,WAS,4.41,x,
Marc Staal,2500,DET,D,CHI,4.32,x,
Philipp Kurashev,2800,CHI,RW,DET,4.23,2,
Wayne Simmonds,2500,TOR,RW,CGY,4.22,3,1
Adam Boqvist,4200,CHI,D,DET,4.10,x,1
Barrett Hayton,3200,ARI,C,VGK,4.02,2,1
Mathias Brome,2500,DET,RW,CHI,3.88,2,2
Danny DeKeyser,3300,DET,D,CHI,3.74,x,2
Jason Demers,2500,ARI,D,VGK,3.60,x,
Brenden Dillon,4300,WAS,D,BUF,3.58,x,
Niklas Hjalmarsson,2800,ARI,D,VGK,3.56,x,
Brian Pinho,2500,WAS,C,BUF,3.24,4,
Dominik Simon,2500,CGY,RW,TOR,3.24,2,
Ilya Mikheyev,3000,TOR,LW,CGY,3.22,3,
Carl Soderberg,2500,CHI,C,DET,3.17,3,
Lawson Crouse,2700,ARI,LW,VGK,3.05,4,
Darren Helm,2500,DET,RW,CHI,2.96,5,2
Derek Ryan,2500,CGY,C,TOR,2.82,4,
Carl Hagelin,2600,WAS,LW,BUF,2.79,3,
Jason Spezza,2500,TOR,LW,CGY,2.78,4,2
Calvin de Haan,3900,CHI,D,DET,2.77,x,
Pierre Engvall,2500,TOR,C,CGY,2.77,3,
Nic Dowd,2800,WAS,C,BUF,2.65,3,
Tomas Nosek,2700,VGK,C,ARI,2.65,4,
Brandon Hagel,2500,CHI,LW,DET,2.62,4,
Juuso Valimaki,2700,CGY,D,TOR,2.61,x,
Nicolas Roy,2500,VGK,RW,ARI,2.55,3,
Daniel Sprong,2500,WAS,LW,BUF,2.51,4,2
Adam Brooks,2600,TOR,C,CGY,2.49,4,
William Carrier,2500,VGK,LW,ARI,2.48,4,
Josh Leivo,2600,CGY,RW,TOR,2.47,3,
Jordan Oesterle,3800,ARI,D,VGK,2.46,x,
Frans Nielsen,2800,DET,LW,CHI,2.37,4,
Luke Glendening,2500,DET,C,CHI,2.28,3,
Conor Sheary,2500,WAS,RW,BUF,2.28,4,2
Givani Smith,2500,DET,RW,CHI,2.26,4,
Christian Fischer,2500,ARI,RW,VGK,2.23,4,
Tobias Rieder,2900,BUF,LW,WAS,2.17,3,
David Kampf,2500,CHI,C,DET,2.15,4,
Nikita Nesterov,2500,CGY,D,TOR,2.14,x,
Milan Lucic,2500,CGY,LW,TOR,2.14,4,2
Nick Jensen,2500,WAS,D,BUF,2.10,x,
Zach Whitecloud,2600,VGK,D,ARI,2.10,x,
Johan Larsson,2500,ARI,C,VGK,2.06,4,
Jonas Siegenthaler,2500,WAS,D,BUF,2.05,x,
Garnet Hathaway,2500,WAS,RW,BUF,1.99,3,
Cody Eakin,2500,BUF,C,WAS,1.99,3,
Curtis Lazar,2600,BUF,C,WAS,1.95,4,
Joakim Nordstrom,2500,CGY,RW,TOR,1.95,4,
Riley Sheahan,2600,BUF,RW,WAS,1.86,5,
Ryan Reaves,2500,VGK,RW,ARI,1.79,4,
Valtteri Filppula,2500,DET,C,CHI,1.79,4,
Ryan Carpenter,2500,CHI,RW,DET,1.73,4,
Gustav Lindstrom,2500,DET,D,CHI,1.59,x,
Zach Bogosian,2500,TOR,D,CGY,1.48,x,
Alexander Barabanov,2500,TOR,RW,CGY,1.48,4,
Keegan Kolesar,2500,VGK,D,ARI,1.40,x,
Travis Dermott,2500,TOR,D,CGY,1.38,x,
Ian Mitchell,2500,CHI,D,DET,1.32,x,
Evan Barratt,2500,CHI,C,DET,0.0,,
Adam Ruzicka,2500,CGY,C,TOR,0.0,,
Nicolas Hague,2500,VGK,D,ARI,0.0,x,
Andrei Altybarmakyan,2500,CHI,RW,DET,0.0,,
Cameron Crotty,2500,ARI,D,VGK,0.0,x,
Kyle Criscuolo,2500,DET,C,CHI,0.0,,
Collin Delia,7800,CHI,G,DET,0.0,,
Jordan Gross,2500,ARI,D,VGK,0.0,x,
Dylan Coghlan,2500,VGK,D,ARI,0.0,x,
Kaden Fulcher,6500,DET,G,CHI,0.0,,
Dylan Sikura,2500,VGK,LW,ARI,0.0,,
Matthew Phillips,2500,CGY,C,TOR,0.0,,
Casey Mittelstadt,2500,BUF,C,WAS,0.0,5,
Timothy Liljegren,2500,TOR,D,CGY,0.0,x,
Giovanni Fiore,2500,ARI,LW,VGK,0.0,,
Calle Rosen,2500,TOR,D,CGY,0.0,x,
Tim Soderlund,2500,CHI,C,DET,0.0,,
Tyler Steenbergen,2500,ARI,LW,VGK,0.0,,
Mackenzie Entwistle,2500,CHI,RW,DET,0.0,5,
David Rittich,7600,CGY,G,TOR,0.0,,
Yegor Korshkov,2500,TOR,RW,CGY,0.0,,
Joey Anderson,2500,TOR,RW,CGY,0.0,5,
Garrett Pilon,2500,WAS,C,BUF,0.0,,
Beck Malenstyn,2500,WAS,LW,BUF,0.0,,
Brayden Burke,2500,ARI,LW,VGK,0.0,,
Gage Quinney,2500,VGK,C,ARI,0.0,5,
Lane Pederson,2500,ARI,C,VGK,0.0,,
Travis Boyd,2500,TOR,RW,CGY,0.0,6,
Matthew Highmore,2500,CHI,LW,DET,0.0,5,
Jake Bischoff,2500,VGK,D,ARI,0.0,x,
C.J. Smith,2500,BUF,LW,WAS,0.0,,
Nicolas Beaudin,2500,CHI,D,DET,0.0,x,
Joe Veleno,2500,DET,C,CHI,0.0,,
Filip Zadina,3300,DET,RW,CHI,0.0,6,
Rasmus Sandin,2500,TOR,D,CGY,0.0,x,
Alexander Alexeyev,2500,WAS,D,BUF,0.0,x,
Jan Jenik,2500,ARI,RW,VGK,0.0,,
Dmitri Zavgorodny,2500,CGY,LW,TOR,0.0,,
Martin Fehervary,2500,WAS,D,BUF,0.0,x,
Alec Regula,2500,CHI,D,DET,0.0,x,
Kody Clark,2500,WAS,RW,BUF,0.0,,
Lawrence Pilut,2500,BUF,D,WAS,0.0,x,
Teemu Kivihalme,2500,TOR,D,CGY,0.0,x,
Carl-Johan Lerby,2500,CGY,D,TOR,0.0,x,
Arttu Ruotsalainen,2500,BUF,C,WAS,0.0,,
Dustin Wolf,6500,CGY,G,TOR,0.0,,
Michal Teply,2500,CHI,LW,DET,0.0,,
Alexander Yelesin,2500,CGY,D,TOR,0.0,x,
Philippe Maillet,2500,WAS,C,BUF,0.0,,
Chase Pearson,2500,DET,C,CHI,0.0,,
Matt Tomkins,6500,CHI,G,DET,0.0,,
Connor Zary,2500,CGY,C,TOR,0.0,,
Jack Quinn,2500,BUF,RW,WAS,0.0,,
Brandon Biro,2500,BUF,LW,WAS,0.0,,
Ryan McGregor,2500,ARI,C,VGK,0.0,,
Nathan Sucese,2500,ARI,LW,VGK,0.0,,
Connor Mackey,2500,CGY,D,TOR,0.0,x,
Oliver Kylington,2500,CGY,D,TOR,0.0,x,
Lucas Carlsson,2500,CHI,D,DET,0.0,x,
Denis Malgin,2500,TOR,RW,CGY,0.0,,
Blake Speers,2500,ARI,C,VGK,0.0,,
Adin Hill,7000,ARI,G,VGK,0.0,,
Glenn Gawdin,2500,CGY,C,TOR,0.0,,
Evgeny Svechnikov,2500,DET,RW,CHI,0.0,,
Trevor van Riemsdyk,2500,WAS,D,BUF,0.0,x,
Reid Duke,2500,VGK,C,ARI,0.0,,
Christian Djoos,2500,DET,D,CHI,0.0,x,
Daniel Carr,2500,WAS,LW,BUF,0.0,5,
Jonas Johansson,6500,BUF,G,WAS,0.0,,
Dominic Turgeon,2500,DET,C,CHI,0.0,,
Shane Gersich,2500,WAS,C,BUF,0.0,,
Turner Elson,2500,DET,LW,CHI,0.0,,
Buddy Robinson,2500,CGY,RW,TOR,0.0,6,
Joe Hicketts,2500,DET,D,CHI,0.0,x,
Jean-Sebastien Dea,2500,BUF,C,WAS,0.0,,
Will Borgen,2500,BUF,D,WAS,0.0,x,
Lucas Wallmark,2900,CHI,C,DET,0.0,5,
Kyle Capobianco,2500,ARI,D,VGK,0.0,x,
Michael Bunting,2500,ARI,LW,VGK,0.0,,
Auston Matthews,8300,TOR,C,CGY,0.0,5,
Dryden Hunt,2500,ARI,LW,VGK,0.0,5,
Kevin Boyle,6500,DET,G,CHI,0.0,,
Kalle Kossila,2500,TOR,C,CGY,0.0,,
Troy Stecher,2600,DET,D,CHI,0.0,x,
Paul LaDue,2500,WAS,D,BUF,0.0,x,
Cam Morrison,2500,CHI,LW,DET,0.0,,
Joseph Woll,6500,TOR,G,CGY,0.0,,
Cam Dineen,2500,ARI,D,VGK,0.0,x,
Michal Kempny,2500,WAS,D,BUF,0.0,x,
Anton Lindholm,2500,CHI,D,DET,0.0,x,
Alexander Nylander,2500,CHI,LW,DET,0.0,7,
Rasmus Asplund,2500,BUF,RW,WAS,0.0,,
Dennis Cholowski,2500,DET,D,CHI,0.0,x,
Dillon Dube,3600,CGY,RW,TOR,0.0,5,
Chad Krys,2500,CHI,D,DET,0.0,x,
Michael Stone,2500,CGY,D,TOR,0.0,x,
Aaron Ness,2500,ARI,D,VGK,0.0,x,
Kyle Okposo,2500,BUF,RW,WAS,0.0,4,
Jonathan Bernier,7200,DET,G,CHI,0.0,,
Jonathan Toews,5400,CHI,C,DET,0.0,6,
Craig Anderson,8000,WAS,G,BUF,0.0,,
Joe Thornton,3800,TOR,LW,CGY,0.0,5,
Henrik Lundqvist,6500,WAS,G,BUF,0.0,,
Brent Seabrook,2500,CHI,D,DET,0.0,x,
Matt Irwin,2500,BUF,D,WAS,0.0,x,
David Warsofsky,2500,TOR,D,CGY,0.0,x,
Michael Chaput,2500,ARI,C,VGK,0.0,5,
Michael Sgarbossa,2500,WAS,C,BUF,0.0,,
Dylan McIlrath,2500,DET,D,CHI,0.0,x,
Calvin Pickard,6500,DET,G,CHI,0.0,,
Jon Merrill,2600,DET,D,CHI,0.0,x,
Martin Marincin,2500,TOR,D,CGY,0.0,x,
Alex Petrovic,2500,CGY,D,TOR,0.0,x,
Jack Campbell,7400,TOR,G,CGY,0.0,,
Brandon Pirri,2500,CHI,LW,DET,0.0,6,
Robin Lehner,8400,VGK,G,ARI,0.0,,
Michael Hutchinson,6500,TOR,G,CGY,0.0,,
Oliver Ekman-Larsson,5400,ARI,D,VGK,0.0,x,
Zack Smith,2500,CHI,C,DET,0.0,,
Nick Holden,2500,VGK,D,ARI,0.0,x,
Patrick Brown,2500,VGK,C,ARI,0.0,,
John Quenneville,2500,CHI,RW,DET,0.0,,
Dysin Mayo,2500,ARI,D,VGK,0.0,x,
Justin Kirkland,2500,CGY,LW,TOR,0.0,,
Brandon Davidson,2500,BUF,D,WAS,0.0,x,
Danny O'Regan,2500,VGK,C,ARI,0.0,,
Riley Barber,2500,DET,RW,CHI,0.0,,
Hudson Fasching,2500,ARI,RW,VGK,0.0,6,
Pheonix Copley,6500,WAS,G,BUF,0.0,,
Tyrell Goulbourne,2500,VGK,LW,ARI,0.0,,
John Hayden,2500,ARI,RW,VGK,0.0,5,
Zach Fucale,6500,WAS,G,BUF,0.0,,
Carl Dahlstrom,2500,VGK,D,ARI,0.0,x,
Frederik Gauthier,2500,ARI,C,VGK,0.0,6,
Nicolas Petan,2500,TOR,LW,CGY,0.0,,
Antti Raanta,6500,ARI,G,VGK,0.0,,
Steven Fogarty,2500,BUF,RW,WAS,0.0,,
Cameron Schilling,2500,WAS,D,BUF,0.0,x,
Zemgus Girgensons,2500,BUF,LW,WAS,0.0,5,
Zac Rinaldo,2500,CGY,LW,TOR,0.0,5,
Tomas Jurco,2500,VGK,LW,ARI,0.0,5,
Brett Ritchie,2500,CGY,RW,TOR,0.0,,
Byron Froese,2500,CGY,C,TOR,0.0,,
Louis Domingue,6500,CGY,G,TOR,0.0,,
Kenny Agostino,2500,TOR,LW,CGY,0.0,,
Brian Lashoff,2500,DET,D,CHI,0.0,x,
Oscar Dansk,6500,VGK,G,ARI,0.0,,
Malcolm Subban,8000,CHI,G,DET,0.0,,
Wyatt Kalynuk,2500,CHI,D,DET,0.0,x,
Reese Johnson,2500,CHI,RW,DET,0.0,6,
Mac Hollowell,2500,TOR,D,CGY,0.0,x,
Taro Hirose,2500,DET,RW,CHI,0.0,3,
Emilio Pettersen,2500,CGY,C,TOR,0.0,,
Jimmy Schuldt,2500,VGK,D,ARI,0.0,x,
Kirby Dach,3000,CHI,C,DET,0.0,7,
Mikko Lehtonen,2500,TOR,D,CGY,0.0,x,
Matej Chalupa,2500,CHI,RW,DET,0.0,,
Artyom Zagidulin,6500,CGY,G,TOR,0.0,,
Ivan Prosvetov,6500,ARI,G,VGK,0.0,,
Peyton Krebs,2500,VGK,C,ARI,0.0,,
Jakob Pelletier,2500,CGY,LW,TOR,0.0,,
Connor McMichael,2500,WAS,C,BUF,0.0,5,
Nick Robertson,2500,TOR,LW,CGY,0.0,6,
