CPT,FLEX,FLEX,FLEX,FLEX,FLEX,,Instructions,,,,,,,,
,,,,,,,RB,Ronald Jones II (16157049),Ronald Jones II,16157049,FLEX,7000,TB@NO 01/17/2021 06:40PM ET,TB,14.31
,,,,,,,RB,Leonard Fournette (16157050),Leonard Fournette,16157050,FLEX,6800,TB@NO 01/17/2021 06:40PM ET,TB,12.17
,,,,,,,DST,Saints  (16157113),Saints ,16157113,CPT,6300,TB@NO 01/17/2021 06:40PM ET,NO,7.71
,,,,,,,QB,Ryan Griffin (16157051),Ryan Griffin,16157051,FLEX,6000,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,QB,Taysom Hill (16157052),Taysom Hill,16157052,FLEX,6000,TB@NO 01/17/2021 06:40PM ET,NO,9.8
,,,,,,,QB,Blaine Gabbert (16157053),Blaine Gabbert,16157053,FLEX,6000,TB@NO 01/17/2021 06:40PM ET,TB,3.83
,,,,,,,QB,Jameis Winston (16157054),Jameis Winston,16157054,FLEX,6000,TB@NO 01/17/2021 06:40PM ET,NO,0.8
,,,,,,,QB,Trevor Siemian (16157055),Trevor Siemian,16157055,FLEX,6000,TB@NO 01/17/2021 06:40PM ET,NO,0
,,,,,,,DST,Buccaneers  (16157114),Buccaneers ,16157114,CPT,6000,TB@NO 01/17/2021 06:40PM ET,TB,7.24
,,,,,,,WR,Emmanuel Sanders (16157056),Emmanuel Sanders,16157056,FLEX,5800,TB@NO 01/17/2021 06:40PM ET,NO,11.34
,,,,,,,WR,Deonte Harris (16157057),Deonte Harris,16157057,FLEX,5600,TB@NO 01/17/2021 06:40PM ET,NO,6.38
,,,,,,,K,Wil Lutz (16157115),Wil Lutz,16157115,CPT,5400,TB@NO 01/17/2021 06:40PM ET,NO,8.12
,,,,,,,TE,Jared Cook (16157058),Jared Cook,16157058,FLEX,5200,TB@NO 01/17/2021 06:40PM ET,NO,8.52
,,,,,,,K,Ryan Succop (16157116),Ryan Succop,16157116,CPT,5100,TB@NO 01/17/2021 06:40PM ET,TB,9.29
,,,,,,,TE,Rob Gronkowski (16157059),Rob Gronkowski,16157059,FLEX,5000,TB@NO 01/17/2021 06:40PM ET,TB,8.96
,,,,,,,RB,Latavius Murray (16157060),Latavius Murray,16157060,FLEX,4800,TB@NO 01/17/2021 06:40PM ET,NO,9.32
,,,,,,,DST,Saints  (16157061),Saints ,16157061,FLEX,4200,TB@NO 01/17/2021 06:40PM ET,NO,7.71
,,,,,,,DST,Buccaneers  (16157062),Buccaneers ,16157062,FLEX,4000,TB@NO 01/17/2021 06:40PM ET,TB,7.24
,,,,,,,K,Wil Lutz (16157063),Wil Lutz,16157063,FLEX,3600,TB@NO 01/17/2021 06:40PM ET,NO,8.12
,,,,,,,K,Ryan Succop (16157064),Ryan Succop,16157064,FLEX,3400,TB@NO 01/17/2021 06:40PM ET,TB,9.29
,,,,,,,TE,Cameron Brate (16157117),Cameron Brate,16157117,CPT,3000,TB@NO 01/17/2021 06:40PM ET,TB,5.35
,,,,,,,WR,Scotty Miller (16157118),Scotty Miller,16157118,CPT,2100,TB@NO 01/17/2021 06:40PM ET,TB,6.8
,,,,,,,TE,Cameron Brate (16157065),Cameron Brate,16157065,FLEX,2000,TB@NO 01/17/2021 06:40PM ET,TB,5.35
,,,,,,,RB,Ke'Shawn Vaughn (16157119),Ke'Shawn Vaughn,16157119,CPT,1800,TB@NO 01/17/2021 06:40PM ET,TB,3.63
,,,,,,,WR,Scotty Miller (16157066),Scotty Miller,16157066,FLEX,1400,TB@NO 01/17/2021 06:40PM ET,TB,6.8
,,,,,,,RB,Ke'Shawn Vaughn (16157067),Ke'Shawn Vaughn,16157067,FLEX,1200,TB@NO 01/17/2021 06:40PM ET,TB,3.63
,,,,,,,WR,Lil'Jordan Humphrey (16157120),Lil'Jordan Humphrey,16157120,CPT,1200,TB@NO 01/17/2021 06:40PM ET,NO,5.33
,,,,,,,WR,Marquez Callaway (16157121),Marquez Callaway,16157121,CPT,900,TB@NO 01/17/2021 06:40PM ET,NO,4.7
,,,,,,,WR,Lil'Jordan Humphrey (16157068),Lil'Jordan Humphrey,16157068,FLEX,800,TB@NO 01/17/2021 06:40PM ET,NO,5.33
,,,,,,,WR,Marquez Callaway (16157069),Marquez Callaway,16157069,FLEX,600,TB@NO 01/17/2021 06:40PM ET,NO,4.7
,,,,,,,WR,Tre'Quan Smith (16157122),Tre'Quan Smith,16157122,CPT,600,TB@NO 01/17/2021 06:40PM ET,NO,7.93
,,,,,,,WR,Tre'Quan Smith (16157070),Tre'Quan Smith,16157070,FLEX,400,TB@NO 01/17/2021 06:40PM ET,NO,7.93
,,,,,,,RB,Kenjon Barner (16157123),Kenjon Barner,16157123,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,RB,Dwayne Washington (16157124),Dwayne Washington,16157124,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,0.25
,,,,,,,RB,Ty Montgomery (16157125),Ty Montgomery,16157125,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,4.7
,,,,,,,WR,Bennie Fowler III (16157126),Bennie Fowler III,16157126,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,1.55
,,,,,,,WR,Tyler Johnson (16157127),Tyler Johnson,16157127,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,3.72
,,,,,,,TE,Josh Hill (16157128),Josh Hill,16157128,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,1.86
,,,,,,,TE,Zach Wood (16157129),Zach Wood,16157129,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,0
,,,,,,,TE,Adam Trautman (16157130),Adam Trautman,16157130,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,3.59
,,,,,,,TE,O.J. Howard (16157131),O.J. Howard,16157131,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,9.4
,,,,,,,WR,Austin Carr (16157132),Austin Carr,16157132,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,2.34
,,,,,,,RB,T.J. Logan (16157133),T.J. Logan,16157133,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,RB,LeSean McCoy (16157134),LeSean McCoy,16157134,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,3.52
,,,,,,,WR,Juwan Johnson (16157135),Juwan Johnson,16157135,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,1.58
,,,,,,,RB,Michael Burton (16157136),Michael Burton,16157136,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,1.73
,,,,,,,TE,Tanner Hudson (16157137),Tanner Hudson,16157137,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,1.78
,,,,,,,TE,Antony Auclair (16157138),Antony Auclair,16157138,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,WR,Justin Watson (16157139),Justin Watson,16157139,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,2.34
,,,,,,,WR,Jaydon Mickens (16157140),Jaydon Mickens,16157140,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,1.16
,,,,,,,WR,John Franklin III (16157141),John Franklin III,16157141,CPT,300,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,WR,Jake Kumerow (16157142),Jake Kumerow,16157142,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,9.2
,,,,,,,RB,Tony Jones Jr. (16157143),Tony Jones Jr.,16157143,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,1.3
,,,,,,,WR,Tommylee Lewis (16157144),Tommylee Lewis,16157144,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,0.58
,,,,,,,TE,Garrett Griffin (16157145),Garrett Griffin,16157145,CPT,300,TB@NO 01/17/2021 06:40PM ET,NO,0
,,,,,,,RB,Kenjon Barner (16157071),Kenjon Barner,16157071,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,RB,Dwayne Washington (16157072),Dwayne Washington,16157072,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,0.25
,,,,,,,RB,Ty Montgomery (16157073),Ty Montgomery,16157073,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,4.7
,,,,,,,WR,Bennie Fowler III (16157074),Bennie Fowler III,16157074,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,1.55
,,,,,,,WR,Tyler Johnson (16157075),Tyler Johnson,16157075,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,3.72
,,,,,,,TE,Josh Hill (16157076),Josh Hill,16157076,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,1.86
,,,,,,,TE,Zach Wood (16157077),Zach Wood,16157077,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,0
,,,,,,,TE,Adam Trautman (16157078),Adam Trautman,16157078,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,3.59
,,,,,,,TE,O.J. Howard (16157079),O.J. Howard,16157079,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,9.4
,,,,,,,WR,Austin Carr (16157080),Austin Carr,16157080,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,2.34
,,,,,,,RB,T.J. Logan (16157081),T.J. Logan,16157081,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,RB,LeSean McCoy (16157082),LeSean McCoy,16157082,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,3.52
,,,,,,,WR,Juwan Johnson (16157083),Juwan Johnson,16157083,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,1.58
,,,,,,,RB,Michael Burton (16157084),Michael Burton,16157084,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,1.73
,,,,,,,TE,Tanner Hudson (16157085),Tanner Hudson,16157085,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,1.78
,,,,,,,TE,Antony Auclair (16157086),Antony Auclair,16157086,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,WR,Justin Watson (16157087),Justin Watson,16157087,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,2.34
,,,,,,,WR,Jaydon Mickens (16157088),Jaydon Mickens,16157088,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,1.16
,,,,,,,WR,John Franklin III (16157089),John Franklin III,16157089,FLEX,200,TB@NO 01/17/2021 06:40PM ET,TB,0
,,,,,,,WR,Jake Kumerow (16157090),Jake Kumerow,16157090,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,9.2
,,,,,,,RB,Tony Jones Jr. (16157091),Tony Jones Jr.,16157091,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,1.3
,,,,,,,WR,Tommylee Lewis (16157092),Tommylee Lewis,16157092,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,0.58
,,,,,,,TE,Garrett Griffin (16157093),Garrett Griffin,16157093,FLEX,200,TB@NO 01/17/2021 06:40PM ET,NO,0
