Player_Name,Salary,Team,Pos,Opp,Proj_FP,Proj_Val,Batting_Order_Confirmed_,Confirmed?
Adam Jones,3900.00,ARI,OF,PHI,7.25,1.86,5,1
Hunter Dozier,4300.00,KCR,3B,BOS,7.97,1.85,3,1
Xander Bogaerts,5400.00,BOS,SS,KCR,10.01,1.85,3,1
Whit Merrifield,4400.00,KCR,2B/OF,BOS,8.16,1.85,1,1
Rafael Devers,5600.00,BOS,3B,KCR,10.36,1.85,2,1
DJ LeMahieu,5500.00,NYY,2B/3B,BAL,10.18,1.85,1,1
Cesar Hernandez,3700.00,PHI,2B,ARI,6.79,1.84,6,1
Pedro Severino,3600.00,BAL,C,NYY,6.63,1.84,6,1
Christian Vazquez,4100.00,BOS,C,KCR,7.46,1.82,6,1
Jorge Soler,4200.00,KCR,OF,BOS,7.64,1.82,4,1
Kyle Higashioka,3600.00,NYY,C,BAL,6.47,1.8,7,1
Mike Moustakas,4300.00,MIL,2B/3B,PIT,7.7,1.79,3,1
Cameron Maybin,4600.00,NYY,OF,BAL,8.25,1.79,5,1
Nick Ahmed,3800.00,ARI,SS,PHI,6.74,1.77,7,1
Richie Martin,2500.00,BAL,SS,NYY,4.43,1.77,9,1
Keston Hiura,4600.00,MIL,2B,PIT,8.12,1.77,4,1
Adam Haseley,3600.00,PHI,OF,ARI,6.36,1.77,8,1
Cheslor Cuthbert,3700.00,KCR,1B/3B,BOS,6.55,1.77,5,1
Melky Cabrera,3700.00,PIT,OF,MIL,6.53,1.76,5,1
Tom Murphy,3400.00,SEA,C,SDP,5.95,1.75,5,1
Starling Marte,5400.00,PIT,OF,MIL,9.43,1.75,3,1
Jean Segura,4100.00,PHI,SS,ARI,7.18,1.75,5,1
Hanser Alberto,3500.00,BAL,2B/3B,NYY,6.12,1.75,1,1
Orlando Arcia,3100.00,MIL,SS,PIT,5.38,1.74,8,1
J.D. Martinez,5300.00,BOS,OF,KCR,9.23,1.74,4,1
Trey Mancini,4500.00,BAL,1B/OF,NYY,7.81,1.74,2,1
David Peralta,4000.00,ARI,OF,PHI,6.8,1.7,2,1
J.P. Crawford,3700.00,SEA,SS,SDP,6.24,1.69,2,1
Eric Thames,4000.00,MIL,1B,PIT,6.7,1.68,5,1
Chris Davis,2900.00,BAL,1B,NYY,4.84,1.67,8,1
Andrew Benintendi,5300.00,BOS,OF,KCR,8.87,1.67,5,1
Eric Hosmer,4100.00,SDP,1B,SEA,6.81,1.66,4,1
Anthony Santander,4200.00,BAL,OF,NYY,6.99,1.66,3,1
Kevin Newman,4100.00,PIT,2B/SS,MIL,6.82,1.66,1,1
Daniel Vogelbach,4200.00,SEA,1B,SDP,6.94,1.65,4,1
Ben Gamel,3700.00,MIL,OF,PIT,6.05,1.64,7,1
Corey Dickerson,4800.00,PHI,OF,ARI,7.83,1.63,1,1
Didi Gregorius,4900.00,NYY,SS,BAL,7.9,1.61,4,1
Bryan Reynolds,4900.00,PIT,OF,MIL,7.78,1.59,2,1
Scott Kingery,4400.00,PHI,3B/OF,ARI,6.98,1.59,7,1
J.T. Realmuto,4400.00,PHI,C,ARI,6.89,1.57,4,1
Kyle Seager,3600.00,SEA,3B,SDP,5.57,1.55,6,1
Ryan Braun,4300.00,MIL,OF,PIT,6.62,1.54,6,1
Stevie Wilkerson,3300.00,BAL,OF,NYY,4.93,1.49,7,1
Brett Gardner,4600.00,NYY,OF,BAL,6.41,1.39,6,1
Jose Osuna,4900.00,PIT,1B/3B,MIL,6.83,1.39,4,1
Jonathan Villar,4800.00,BAL,2B/SS,NYY,6.38,1.33,5,1
Mike Tauchman,5000.00,NYY,OF,BAL,6.22,1.24,8,1
