Name,Salary,Team,Pos,Opp,Proj_FP,Line,PP_Line
Carter Hart,7900,PHI,G,NYI,12.58,,
Ryan Nugent-Hopkins,7300,EDM,LW,TOR,12.39,1,1
Mikko Rantanen,7600,COL,RW,MIN,12.24,1,1
Evgeni Malkin,5700,PIT,C,NYR,12.09,2,1
Pavel Buchnevich,5500,NYR,RW,PIT,12.04,1,1
John Tavares,6400,TOR,C,EDM,12.00,2,2
Mark Scheifele,7300,WPG,C,VAN,11.93,1,1
Blake Wheeler,6900,WPG,RW,VAN,11.88,1,1
Brayden Point,7200,TB,C,NSH,11.85,1,1
Aleksander Barkov,6900,FLA,C,DET,11.75,1,1
Jake Guentzel,6600,PIT,LW,NYR,11.67,1,1
Kris Letang,6000,PIT,D,NYR,11.66,x,1
Ryan O'Reilly,5200,STL,C,ANH,11.65,1,1
Patrice Bergeron,7700,BOS,C,WAS,11.61,1,1
Matthew Tkachuk,7400,CGY,LW,MON,11.44,1,1
Kyle Connor,7100,WPG,LW,VAN,11.42,1,1
Viktor Arvidsson,5400,NSH,RW,TB,11.22,1,1
Roman Josi,5800,NSH,D,TB,11.15,x,1
Zach Parise,5000,MIN,LW,COL,10.95,1,1
Brad Marchand,7700,BOS,LW,WAS,10.92,1,1
John Carlson,6500,WAS,D,BOS,10.91,x,1
Andrei Svechnikov,6800,CAR,LW,DAL,10.65,1,1
Chris Kreider,4400,NYR,LW,PIT,10.57,3,2
Pekka Rinne,7100,NSH,G,TB,10.57,,
Johnny Gaudreau,6100,CGY,LW,MON,10.54,2,1
Gabriel Landeskog,7000,COL,LW,MIN,10.51,1,1
Filip Forsberg,5700,NSH,LW,TB,10.31,1,1
Alexis Lafreniere,3300,NYR,LW,PIT,10.21,1,2
Anthony DeAngelo,3100,NYR,D,PIT,10.16,x,1
Jaden Schwartz,4600,STL,LW,ANH,10.12,2,1
Brayden Schenn,5300,STL,C,ANH,9.88,2,1
Dylan Larkin,6100,DET,C,FLA,9.80,1,1
Brock Boeser,5600,VAN,RW,WPG,9.80,1,1
Ryan Strome,4100,NYR,C,PIT,9.75,2,2
Ondrej Palat,5500,TB,LW,NSH,9.71,1,1
Torey Krug,4800,STL,D,ANH,9.69,x,1
Aaron Ekblad,6200,FLA,D,DET,9.69,x,1
Tyler Johnson,2600,TB,RW,NSH,9.65,2,2
Elias Pettersson,6300,VAN,C,WPG,9.65,1,1
Alexander Radulov,6000,DAL,RW,CAR,9.64,2,
Kevin Hayes,5500,PHI,C,NYI,9.60,2,1
Darnell Nurse,4500,EDM,D,TOR,9.58,x,1
Vincent Trocheck,5400,CAR,C,DAL,9.57,2,1
Mark Giordano,5900,CGY,D,MON,9.56,x,2
Kirill Kaprizov,4900,MIN,RW,COL,9.49,2,1
Brendan Gallagher,6000,MON,RW,CGY,9.46,1,2
Sean Monahan,6200,CGY,C,MON,9.42,2,1
Nikolaj Ehlers,5900,WPG,RW,VAN,9.38,2,2
Bryan Rust,6400,PIT,RW,NYR,9.37,1,1
Shea Weber,6100,MON,D,CGY,9.37,x,1
Dougie Hamilton,6300,CAR,D,DAL,9.33,x,1
Mikael Granlund,3200,NSH,LW,TB,9.27,2,2
William Nylander,5300,TOR,RW,EDM,9.25,2,2
Claude Giroux,4100,PHI,LW,NYI,9.24,1,1
James van Riemsdyk,3800,PHI,LW,NYI,9.21,2,1
Elias Lindholm,6000,CGY,C,MON,9.21,1,1
Colton Parayko,4800,STL,D,ANH,9.18,x,
Ivan Provorov,5000,PHI,D,NYI,9.15,x,1
Anthony Duclair,3800,FLA,RW,DET,9.04,1,2
Mikhail Sergachev,3900,TB,D,NSH,9.03,x,2
Ryan Ellis,5300,NSH,D,TB,9.03,x,2
J.T. Miller,5400,VAN,LW,WPG,9.02,1,1
Nicklas Backstrom,5600,WAS,C,BOS,9.00,1,1
Jacob Trouba,3800,NYR,D,PIT,8.89,x,2
Carter Verhaeghe,3800,FLA,LW,DET,8.85,1,2
Bo Horvat,6600,VAN,C,WPG,8.85,2,1
Jason Zucker,3500,PIT,LW,NYR,8.80,2,2
Tyler Toffoli,5600,MON,LW,CGY,8.78,3,1
Justin Faulk,4000,STL,D,ANH,8.75,x,
Joe Pavelski,7000,DAL,C,CAR,8.74,2,1
Patric Hornqvist,4800,FLA,RW,DET,8.72,2,1
Tyson Barrie,4200,EDM,D,TOR,8.72,x,2
Jakub Vrana,5200,WAS,LW,BOS,8.69,1,1
Mathew Barzal,6500,NYI,C,PHI,8.69,1,1
T.J. Oshie,5400,WAS,C,BOS,8.68,2,1
Anders Lee,5800,NYI,LW,PHI,8.67,1,1
Morgan Rielly,5200,TOR,D,EDM,8.65,x,1
Matt Duchene,4500,NSH,C,TB,8.64,2,1
Anthony Cirelli,5000,TB,C,NSH,8.63,2,2
Rickard Rakell,4300,ANH,RW,STL,8.60,1,1
Jonathan Huberdeau,6300,FLA,LW,DET,8.58,2,1
Cale Makar,5500,COL,D,MIN,8.55,x,1
Andrew Copp,4300,WPG,LW,VAN,8.50,2,
Quinn Hughes,5700,VAN,D,WPG,8.48,x,1
Jesse Puljujarvi,4300,EDM,RW,TOR,8.45,1,2
David Perron,5000,STL,RW,ANH,8.41,1,1
Miro Heiskanen,5000,DAL,D,CAR,8.32,x,2
Zach Sanford,3300,STL,LW,ANH,8.28,1,2
Ryan Pulock,4400,NYI,D,PHI,8.21,x,1
Kailer Yamamoto,4900,EDM,RW,TOR,8.15,2,
Jake Muzzin,4500,TOR,D,EDM,8.13,x,
Nazem Kadri,4700,COL,C,MIN,8.05,2,1
Jamie Benn,4500,DAL,LW,CAR,7.98,1,1
Jared Spurgeon,3900,MIN,D,COL,7.95,x,1
Anthony Mantha,4000,DET,LW,FLA,7.93,2,1
Charlie McAvoy,4900,BOS,D,WAS,7.93,x,1
Yanni Gourde,3300,TB,C,NSH,7.88,3,2
Zach Hyman,4300,TOR,LW,EDM,7.86,1,2
Craig Smith,4000,BOS,RW,WAS,7.84,3,2
Brock Nelson,4900,NYI,C,PHI,7.83,2,2
Neal Pionk,4200,WPG,D,VAN,7.83,x,2
Tomas Tatar,5800,MON,LW,CGY,7.81,1,2
Jordan Eberle,5200,NYI,RW,PHI,7.78,1,1
Alex Killorn,4300,TB,LW,NSH,7.69,2,1
Mike Hoffman,4200,STL,LW,ANH,7.63,3,2
Jeff Petry,6800,MON,D,CGY,7.61,x,1
Ryan Johansen,3700,NSH,C,TB,7.60,1,1
Shayne Gostisbehere,3200,PHI,D,NYI,7.59,x,2
Roope Hintz,5800,DAL,C,CAR,7.56,1,1
Tom Wilson,4400,WAS,RW,BOS,7.56,1,2
Joel Eriksson Ek,3900,MIN,C,COL,7.55,2,2
John Klingberg,5600,DAL,D,CAR,7.53,x,1
Tyler Myers,4400,VAN,D,WPG,7.52,x,
Colin Blackwell,2500,NYR,RW,PIT,7.51,2,
Tyler Bertuzzi,4400,DET,RW,FLA,7.49,1,1
Ryan Getzlaf,3900,ANH,C,STL,7.39,1,1
Ilya Mikheyev,2600,TOR,LW,EDM,7.37,2,
Jakub Voracek,4000,PHI,RW,NYI,7.35,1,1
Nino Niederreiter,4700,CAR,LW,DAL,7.35,2,2
Nick Suzuki,5900,MON,C,CGY,7.31,2,1
Paul Stastny,4400,WPG,C,VAN,7.27,2,1
Josh Anderson,5300,MON,RW,CGY,7.22,2,
Tanner Pearson,3500,VAN,LW,WPG,7.21,2,2
Martin Necas,3500,CAR,RW,DAL,7.21,2,2
Ryan Suter,4200,MIN,D,COL,7.18,x,1
Matt Dumba,4600,MIN,D,COL,7.16,x,2
Kaapo Kakko,2600,NYR,RW,PIT,7.15,3,2
Jordan Staal,3000,CAR,C,DAL,7.04,3,1
Adam Henrique,4200,ANH,C,STL,7.03,2,1
Hampus Lindholm,4200,ANH,D,STL,7.00,x,
Bobby Ryan,3900,DET,RW,FLA,7.00,2,1
Frank Vatrano,3800,FLA,LW,DET,6.95,3,2
Jakob Silfverberg,3700,ANH,RW,STL,6.94,2,1
Josh Morrissey,4600,WPG,D,VAN,6.88,x,1
Kevin Shattenkirk,3400,ANH,D,STL,6.83,x,1
David Krejci,4800,BOS,C,WAS,6.83,2,2
Jonathan Drouin,4500,MON,LW,CGY,6.81,2,1
Josh Bailey,3200,NYI,LW,PHI,6.80,2,2
Filip Hronek,4700,DET,D,FLA,6.79,x,1
Travis Sanheim,3000,PHI,D,NYI,6.77,x,
Nate Schmidt,4200,VAN,D,WPG,6.74,x,2
James Neal,2800,EDM,LW,TOR,6.74,3,1
Esa Lindell,4500,DAL,D,CAR,6.72,x,2
Denis Gurianov,5900,DAL,RW,CAR,6.67,1,1
Nick Ritchie,3800,BOS,LW,WAS,6.65,2,1
Keith Yandle,4900,FLA,D,DET,6.63,x,1
Mattias Ekholm,3300,NSH,D,TB,6.63,x,
Erik Haula,2600,NSH,C,TB,6.43,3,2
Ryan Dzingel,2800,CAR,RW,DAL,6.43,3,2
Brett Pesce,2800,CAR,D,DAL,6.40,x,
Jonas Brodin,3200,MIN,D,COL,6.40,x,
Cam Fowler,2800,ANH,D,STL,6.36,x,2
Jared McCann,3800,PIT,LW,NYR,6.36,3,2
Brady Skjei,2600,CAR,D,DAL,6.35,x,
Charlie Coyle,3900,BOS,RW,WAS,6.33,3,2
Andrew Mangiapane,3900,CGY,RW,MON,6.32,3,2
John Marino,2500,PIT,D,NYR,6.29,x,2
Rasmus Andersson,5100,CGY,D,MON,6.25,x,1
Justin Holl,2900,TOR,D,EDM,6.23,x,
MacKenzie Weegar,4000,FLA,D,DET,6.20,x,
Oskar Lindblom,3100,PHI,LW,NYI,6.19,3,2
Vladislav Namestnikov,2700,DET,C,FLA,6.12,2,2
Ben Chiarot,3600,MON,D,CGY,6.07,x,
Vince Dunn,3000,STL,D,ANH,6.04,x,2
Radek Faksa,2500,DAL,C,CAR,6.00,3,2
Marcus Johansson,2600,MIN,LW,COL,5.98,2,2
Jason Dickinson,2600,DAL,LW,CAR,5.97,2,
T.J. Brodie,3700,TOR,D,EDM,5.94,x,
Mikael Backlund,4300,CGY,C,MON,5.91,3,2
Adam Lowry,3700,WPG,C,VAN,5.90,3,2
Samuel Girard,4100,COL,D,MIN,5.87,x,2
Chris Tanev,3800,CGY,D,MON,5.84,x,
Luke Kunin,3300,NSH,RW,TB,5.83,3,2
Erik Gustafsson,2600,PHI,D,NYI,5.82,x,2
Jean-Gabriel Pageau,3300,NYI,C,PHI,5.80,3,2
Adam Pelech,3700,NYI,D,PHI,5.80,x,
Phillip Danault,3800,MON,C,CGY,5.72,1,
Andre Burakovsky,4000,COL,RW,MIN,5.69,2,2
Brandon Saad,2600,COL,LW,MIN,5.67,2,
Dominik Kahun,2700,EDM,LW,TOR,5.66,2,2
Ethan Bear,2900,EDM,D,TOR,5.63,x,2
Adam Larsson,3600,EDM,D,TOR,5.60,x,
Jesperi Kotkaniemi,3800,MON,C,CGY,5.56,3,2
Alex Kerfoot,2900,TOR,C,EDM,5.55,3,1
Jake Gardiner,2900,CAR,D,DAL,5.54,x,2
Nick Bjugstad,3300,MIN,C,COL,5.51,1,1
Alexander Wennberg,3400,FLA,C,DET,5.51,2,2
Brock McGinn,2500,CAR,RW,DAL,5.46,1,
Kasperi Kapanen,3500,PIT,RW,NYR,5.44,2,2
Corey Perry,2900,MON,RW,CGY,5.42,3,2
Erik Johnson,2500,COL,D,MIN,5.40,x,
Nolan Patrick,3500,PHI,C,NYI,5.39,1,2
K'Andre Miller,2500,NYR,D,PIT,5.36,x,
Nils Hoglander,3700,VAN,RW,WPG,5.31,2,2
Kyle Turris,2500,EDM,C,TOR,5.31,3,2
Derek Forbort,3700,WPG,D,VAN,5.31,x,
Brandon Carlo,2900,BOS,D,WAS,5.31,x,
J.T. Compher,2700,COL,C,MIN,5.28,3,2
Noah Dobson,3600,NYI,D,PHI,5.28,x,1
Nick Cousins,2500,NSH,RW,TB,5.26,2,2
Danton Heinen,3200,ANH,LW,STL,5.24,2,2
Joel Edmundson,4200,MON,D,CGY,5.19,x,
Sam Bennett,2500,CGY,LW,MON,5.17,3,2
Noah Hanifin,2800,CGY,D,MON,5.15,x,
Nick Leddy,3700,NYI,D,PHI,5.14,x,2
Troy Stecher,2500,DET,D,FLA,5.12,x,
Ryan Lindgren,2600,NYR,D,PIT,5.11,x,
Richard Panik,2500,WAS,RW,BOS,5.08,2,2
Jan Rutta,2500,TB,D,NSH,5.07,x,
Zdeno Chara,2500,WAS,D,BOS,5.01,x,2
Jordie Benn,3400,VAN,D,WPG,4.96,x,
Jani Hakanpaa,2700,ANH,D,STL,4.95,x,
Michael Raffl,2700,PHI,LW,NYI,4.93,2,
Cody Ceci,2900,PIT,D,NYR,4.92,x,
Scott Mayfield,2500,NYI,D,PHI,4.92,x,
Valeri Nichushkin,2500,COL,LW,MIN,4.89,3,2
Bowen Byram,2800,COL,D,MIN,4.81,x,2
Jamie Oleksiak,2500,DAL,D,CAR,4.79,x,
Anton Stralman,3100,FLA,D,DET,4.77,x,2
Trevor van Riemsdyk,2500,WAS,D,BOS,4.73,x,
Dylan DeMelo,3200,WPG,D,VAN,4.72,x,
Marco Scandella,3000,STL,D,ANH,4.72,x,
Karson Kuhlman,2500,BOS,RW,WAS,4.72,2,
Robert Thomas,3100,STL,C,ANH,4.72,3,2
Mathieu Perreault,2500,WPG,LW,VAN,4.71,3,2
Wayne Simmonds,2500,TOR,RW,EDM,4.61,3,1
Jeremy Lauzon,3200,BOS,D,WAS,4.60,x,
Adam Gaudette,2500,VAN,C,WPG,4.57,3,2
Maxime Comtois,2800,ANH,LW,STL,4.52,3,2
Dante Fabbro,2800,NSH,D,TB,4.46,x,
Luke Schenn,2500,TB,D,NSH,4.45,x,
Blake Coleman,3500,TB,LW,NSH,4.40,3,
Nick Bonino,3200,MIN,C,COL,4.35,4,2
Kieffer Bellows,2500,NYI,RW,PHI,4.32,2,
Sam Steel,2500,ANH,C,STL,4.24,3,2
Josh Leivo,2700,CGY,RW,MON,4.18,1,
Max Jones,2500,ANH,LW,STL,4.13,1,
Jordan Kyrou,3800,STL,RW,ANH,4.12,2,2
Taro Hirose,2500,DET,LW,FLA,3.97,3,2
Caleb Jones,2500,EDM,D,TOR,3.94,x,
Brenden Dillon,3100,WAS,D,BOS,3.94,x,
Patrik Nemeth,3000,DET,D,FLA,3.94,x,
Trent Frederic,2500,BOS,LW,WAS,3.76,3,2
Mathias Brome,2500,DET,LW,FLA,3.74,1,2
Marc Staal,2500,DET,D,FLA,3.64,x,
Alexander Edler,4200,VAN,D,WPG,3.56,x,
Oskar Sundqvist,3000,STL,RW,ANH,3.55,4,
Noel Acciari,2800,FLA,C,DET,3.51,4,
Oliver Wahlstrom,2500,NYI,LW,PHI,3.49,3,2
Phil Di Giuseppe,4100,NYR,RW,PIT,3.47,4,
Markus Nutivaara,2500,FLA,D,DET,3.46,x,
Jakub Zboril,2700,BOS,D,WAS,3.41,x,2
Scott Laughton,2700,PHI,C,NYI,3.40,4,
Pierre-Olivier Joseph,3200,PIT,D,NYR,3.39,x,
Dominik Simon,2500,CGY,RW,MON,3.35,2,
Troy Terry,2500,ANH,RW,STL,3.28,3,2
Connor Clifton,2500,BOS,D,WAS,3.26,x,
Tyler Motte,2900,VAN,RW,WPG,3.26,4,
Derek Grant,2500,ANH,C,STL,3.23,4,
Brandon Tanev,2600,PIT,RW,NYR,3.21,4,
Barclay Goodrow,2500,TB,RW,NSH,3.21,3,
Brandon Sutter,3100,VAN,C,WPG,3.18,3,
Morgan Geekie,2500,CAR,C,DAL,3.14,4,2
Jordan Greenway,2700,MIN,LW,COL,3.13,3,
Philippe Myers,2500,PHI,D,NYI,3.11,x,
Ty Dellandrea,2500,DAL,RW,CAR,3.05,4,2
Ben Hutton,2500,ANH,D,STL,3.04,x,
Kevan Miller,2500,BOS,D,WAS,3.03,x,
Jason Spezza,2500,TOR,LW,EDM,3.01,4,2
Carter Rowney,3000,ANH,RW,STL,2.96,4,
Slater Koekkoek,2500,EDM,D,TOR,2.95,x,
Mikko Lehtonen,2500,TOR,D,EDM,2.95,x,2
Ryan Hartman,2500,MIN,RW,COL,2.93,4,
Casey Cizikas,2500,NYI,C,PHI,2.92,4,
Joel Farabee,3500,PHI,RW,NYI,2.91,4,2
Ryan Graves,3000,COL,D,MIN,2.87,x,
Artturi Lehkonen,2600,MON,LW,CGY,2.86,4,
Nicolas Deslauriers,2500,ANH,LW,STL,2.83,4,
Christian Djoos,2500,DET,D,FLA,2.82,x,2
Brett Howden,2500,NYR,C,PIT,2.78,3,
Zack MacEwen,2500,VAN,RW,WPG,2.77,3,2
Sean Kuraly,2500,BOS,C,WAS,2.73,4,
Tyson Jost,2500,COL,LW,MIN,2.73,4,
Zack Kassian,2500,EDM,RW,TOR,2.72,3,
Ian Cole,2500,MIN,D,COL,2.72,x,
Carl Hagelin,2500,WAS,LW,BOS,2.72,3,
Brendan Smith,2500,NYR,D,PIT,2.71,x,
Brendan Lemieux,2500,NYR,LW,PIT,2.71,4,
Nic Dowd,2500,WAS,C,BOS,2.70,3,
Mark Jankowski,2500,PIT,C,NYR,2.69,4,
Juuso Valimaki,2700,CGY,D,MON,2.66,x,
Haydn Fleury,3100,CAR,D,DAL,2.62,x,
Drew O'Connor,2500,PIT,LW,NYR,2.61,4,2
Justin Braun,2500,PHI,D,NYI,2.60,x,
Andy Greene,2900,NYI,D,PHI,2.59,x,
Jake Evans,3000,MON,C,CGY,2.55,4,
Nicolas Aube-Kubel,2500,PHI,RW,NYI,2.53,3,
Justin Dowling,2500,DAL,C,CAR,2.53,4,2
Pierre Engvall,2500,TOR,RW,EDM,2.52,4,
Garnet Hathaway,2500,WAS,RW,BOS,2.51,3,
Conor Sheary,2500,WAS,LW,BOS,2.43,4,
Kiefer Sherwood,2500,COL,RW,MIN,2.43,4,
Antoine Roussel,2500,VAN,LW,WPG,2.42,4,
Joonas Donskoi,2800,COL,RW,MIN,2.41,3,
Marcus Foligno,2500,MIN,RW,COL,2.39,3,
Jimmy Vesey,3300,TOR,LW,EDM,2.38,3,
Vinnie Hinostroza,2500,FLA,LW,DET,2.38,4,
Cal Clutterbuck,2500,NYI,RW,PHI,2.37,4,
Paul Byron,2500,MON,RW,CGY,2.36,4,
Teddy Blueger,3500,PIT,C,NYR,2.35,3,
Chris Wagner,2500,BOS,RW,WAS,2.35,4,
Patrick Maroon,2500,TB,LW,NSH,2.32,4,2
Anders Bjork,2500,BOS,LW,WAS,2.32,4,
Blake Comeau,2500,DAL,RW,CAR,2.28,3,
Ivan Barbashev,2500,STL,C,ANH,2.27,4,
Luke Glendening,2500,DET,RW,FLA,2.26,4,
Radko Gudas,3100,FLA,D,DET,2.25,x,
Derek Ryan,2500,CGY,C,MON,2.25,4,
Logan Stanley,2700,WPG,D,VAN,2.24,x,
Carson Soucy,2500,MIN,D,COL,2.23,x,
Niko Mikkola,2500,STL,D,ANH,2.22,x,
Mathieu Joseph,2600,TB,C,NSH,2.22,4,
Tyler Ennis,2500,EDM,LW,TOR,2.22,4,
Josh Archibald,2500,EDM,RW,TOR,2.18,4,
Michael Rasmussen,2500,DET,C,FLA,2.18,4,2
Brett Connolly,2500,FLA,RW,DET,2.17,3,
Devin Shore,2500,EDM,C,TOR,2.17,4,
Jay Beagle,2500,VAN,C,WPG,2.16,4,
Milan Lucic,2500,CGY,LW,MON,2.13,4,2
Zach Bogosian,2500,TOR,D,EDM,2.12,x,
Victor Rask,2500,MIN,LW,COL,2.12,4,
Brad Richardson,2500,NSH,C,TB,2.11,4,
Jonas Siegenthaler,2500,WAS,D,BOS,2.11,x,
Alexander Volkov,2500,TB,RW,NSH,2.10,4,
Cal Foote,2500,TB,D,NSH,2.02,x,
Kyle Clifford,2500,STL,LW,ANH,2.01,4,
Daniel Sprong,2500,WAS,RW,BOS,1.98,4,2
Colton Sceviour,2500,PIT,RW,NYR,1.95,5,
Kevin Rooney,2500,NYR,C,PIT,1.95,4,
Mathieu Olivier,2500,NSH,RW,TB,1.94,4,
Nathan Beaulieu,2600,WPG,D,VAN,1.94,x,
Trevor Lewis,2500,WPG,RW,VAN,1.93,4,
Nikita Nesterov,2500,CGY,D,MON,1.93,x,
Brett Kulak,3400,MON,D,CGY,1.93,x,
Yakov Trenin,2500,NSH,LW,TB,1.92,4,
Andrej Sekera,2500,DAL,D,CAR,1.92,x,
Darren Helm,2500,DET,LW,FLA,1.92,3,
Mason Appleton,2500,WPG,RW,VAN,1.91,3,
Andrew Cogliano,2500,DAL,LW,CAR,1.89,3,
Jacob Larsson,2600,ANH,D,STL,1.88,x,
Colton Sissons,2500,NSH,LW,TB,1.87,3,
Sammy Blais,2500,STL,RW,ANH,1.86,3,
Brad Hunt,2500,MIN,D,COL,1.85,x,2
Alexander Romanov,4700,MON,D,CGY,1.83,x,2
Danny DeKeyser,2500,DET,D,FLA,1.82,x,
Nick Jensen,2500,WAS,D,BOS,1.78,x,
Michael Sgarbossa,2500,WAS,C,BOS,1.78,4,2
Leo Komarov,2500,NYI,LW,PHI,1.74,3,
Mark Borowiecki,2500,NSH,D,TB,1.73,x,
Valtteri Filppula,2500,DET,LW,FLA,1.72,3,
Matt Martin,2500,NYI,LW,PHI,1.63,4,
Jake Bean,2500,CAR,D,DAL,1.59,x,
Joakim Nordstrom,2500,CGY,RW,MON,1.58,4,
Chad Ruhwedel,2500,PIT,D,NYR,1.57,x,
Logan O'Connor,2500,COL,RW,MIN,1.54,4,
Jansen Harkins,2500,WPG,LW,VAN,1.53,4,2
Nick Caamano,2500,DAL,LW,CAR,1.49,4,
Kyle Rau,2500,MIN,RW,COL,1.47,5,
Connor Bunnaman,2500,PHI,C,NYI,1.46,3,
Givani Smith,2500,DET,RW,FLA,1.45,4,
Nico Sturm,2500,MIN,C,COL,1.42,3,
Matt Benning,2500,NSH,D,TB,1.38,x,
Steven Lorentz,2500,CAR,LW,DAL,1.37,3,
Mark Pysyk,2500,DAL,D,CAR,1.29,x,
Jalen Chatfield,2500,VAN,D,WPG,1.05,x,
Aleksi Heponiemi,2500,FLA,LW,DET,1.03,4,
Conor Timmins,2500,COL,D,MIN,1.01,x,
Alexander Barabanov,2500,TOR,RW,EDM,0.98,4,
Kevin Czuczman,2500,PIT,D,NYR,0.88,x,
Max McCormick,2500,CAR,LW,DAL,0.64,4,
Sheldon Rempal,2500,CAR,RW,DAL,0.64,4,
Samuel Morin,2500,PHI,RW,NYI,0.62,4,
David Gustafsson,2500,WPG,C,VAN,0.55,4,
Eetu Luostarinen,3100,FLA,C,DET,0.38,3,
Stuart Skinner,7400,EDM,G,TOR,0.0,,
Kyle Criscuolo,2500,DET,C,FLA,0.0,,
Sebastian Aho,2500,NYI,D,PHI,0.0,x,
Otto Koivula,2500,NYI,RW,PHI,0.0,5,
Dominic Toninato,2500,WPG,LW,VAN,0.0,6,
Alex D'Orio,6500,PIT,G,NYR,0.0,,
Brennan Menell,2500,MIN,D,COL,0.0,x,
Kaden Fulcher,6500,DET,G,FLA,0.0,,
Kristian Vesalainen,2500,WPG,RW,VAN,0.0,5,
Andreas Borgman,2500,TB,D,NSH,0.0,x,
Cale Fleury,2500,MON,D,CGY,0.0,x,
Dylan Samberg,2500,WPG,D,VAN,0.0,x,
Urho Vaakanainen,2500,BOS,D,WAS,0.0,x,
Matthew Strome,2500,PHI,LW,NYI,0.0,,
Jake Oettinger,7900,DAL,G,CAR,0.0,,
Michael DiPietro,6500,VAN,G,WPG,0.0,,
Ostap Safin,2500,EDM,RW,TOR,0.0,,
Antoine Morand,2500,ANH,C,STL,0.0,,
Stelio Mattheos,2500,CAR,RW,DAL,0.0,,
Nick Henry,2500,COL,RW,MIN,0.0,,
Morgan Frost,2500,PHI,C,NYI,0.0,7,
Adam Ruzicka,2500,CGY,C,MON,0.0,,
Jason Robertson,2500,DAL,LW,CAR,0.0,6,
Devante Stephens,2500,TB,D,NSH,0.0,x,
Owen Tippett,2500,FLA,RW,DET,0.0,6,
Timothy Liljegren,2500,TOR,D,EDM,0.0,x,
Calle Rosen,2500,TOR,D,EDM,0.0,x,
Eeli Tolvanen,2500,NSH,LW,TB,0.0,5,
Ryan Poehling,2500,MON,C,CGY,0.0,5,
Shane Bowers,2500,COL,C,MIN,0.0,6,
William Lagesson,2500,EDM,D,TOR,0.0,x,
Sean Malone,2500,NSH,C,TB,0.0,,
Gabriel Fontaine,2500,NYR,C,PIT,0.0,,
Adam Brooks,2700,TOR,C,EDM,0.0,5,
Hunter Miska,8000,COL,G,MIN,0.0,,
Travis Boyd,2500,TOR,C,EDM,0.0,5,
Landon Bow,6500,DAL,G,CAR,0.0,,
Zach Aston-Reese,2500,PIT,LW,NYR,0.0,6,
Ryan Lomberg,2500,FLA,C,DET,0.0,5,
Jonny Brodzinski,2500,NYR,RW,PIT,0.0,,
Vinni Lettieri,2500,ANH,RW,STL,0.0,5,
Joseph Gambardella,2500,EDM,LW,TOR,0.0,,
Mike Vecchione,2500,COL,C,MIN,0.0,,
Spencer Smallman,2500,CAR,RW,DAL,0.0,,
Bode Wilde,2500,NYI,D,PHI,0.0,x,
Martin Kaut,2500,COL,RW,MIN,0.0,,
Ryan McLeod,2500,EDM,C,TOR,0.0,,
Rasmus Sandin,2500,TOR,D,EDM,0.0,x,
Joe Veleno,2500,DET,C,FLA,0.0,,
Evan Bouchard,2500,EDM,D,TOR,0.0,x,
Tanner Jeannot,2500,NSH,LW,TB,0.0,,
Anthony Angello,2500,PIT,RW,NYR,0.0,6,
Olle Eriksson Ek,6500,ANH,G,STL,0.0,,
Travis St. Denis,2500,NJ,RW,BUF,0.0,,
Filip Zadina,2500,DET,RW,FLA,0.0,5,
Dmitry Sokolov,2500,MIN,RW,COL,0.0,,
