Race,Date,Track Name,Laps,Track Length,Finishing Position,Starting Position,Driver,Car Brand,Laps Led,Qualifying Rank,Qualifying Time,Qualifying Speed,Practice Rank,Practice Time,Practice Speed,Pass Differential,Quality Passes,Driver Rating,Fastest Laps,Fantasy Points,Qualifying/Practice Rank
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,19,32,Aric Almirola,Ford,0,32,26.392   ,136.405   ,-1,-1,-1,17,2,68,0,38,32
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,20,24,Casey Mears,Chevrolet,0,24,26.113   ,137.862   ,-1,-1,-1,-11,0,61.4,0,28,24
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,21,13,David Ragan,Toyota,0,13,25.870   ,139.157   ,-1,-1,-1,-17,12,71,0,15,13
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,22,33,Landon Cassill,Chevrolet,0,33,26.419   ,136.266   ,-1,-1,-1,-12,0,57.6,0,33,33
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,23,25,Denny Hamlin,Toyota,0,25,26.170   ,137.562   ,-1,-1,-1,7,5,63.7,0,23,25
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,24,30,Clint Bowyer,Toyota,0,30,26.364   ,136.550   ,-1,-1,-1,-6,11,70.5,2,27,30
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,25,39,Cole Whitt,Ford,0,39,26.677   ,134.948   ,-1,-1,-1,-14,0,50.8,1,33.5,39
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,26,23,Danica Patrick,Chevrolet,0,23,26.031   ,138.297   ,-1,-1,-1,-11,0,59.6,0,15,23
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,27,19,Greg Biffle,Ford,0,19,25.990   ,138.515   ,-1,-1,-1,-5,4,67.5,0,9,19
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,28,36,Trevor Bayne,Ford,0,36,26.534   ,135.675   ,-1,-1,-1,4,0,49.6,0,24,36
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,29,29,David Gilliland,Ford,0,29,26.357   ,136.586   ,-1,-1,-1,-14,0,44.9,0,15,29
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,30,26,Alex Bowman,Chevrolet,0,26,26.208   ,137.363   ,-1,-1,-1,-1,0,50.6,0,10,26
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,31,40,J.J. Yeley,Toyota,0,40,26.741   ,134.625   ,-1,-1,-1,-9,0,38.3,0,22,40
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,32,38,Brett Moffitt,Ford,0,38,26.661   ,135.029   ,-1,-1,-1,8,0,42.6,0,18,38
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,33,37,Mike Bliss,Ford,0,37,26.645   ,135.110   ,-1,-1,-1,13,0,34.9,0,15,37
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,34,41,Jeb Burton,Toyota,0,41,26.784   ,134.409   ,-1,-1,-1,-11,0,37.7,0,17,41
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,35,35,Matt DiBenedetto,Toyota,0,35,26.503   ,135.834   ,-1,-1,-1,-10,0,31.5,0,9,35
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,36,34,Josh Wise,Ford,0,34,26.423   ,136.245   ,-1,-1,-1,-7,0,36.2,1,6.5,34
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,37,42,Brendan Gaughan,Chevrolet,0,42,26.983   ,133.417   ,-1,-1,-1,-17,0,28.8,0,12,42
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,38,43,Alex Kennedy,Chevrolet,0,43,27.207   ,132.319   ,-1,-1,-1,-2,0,26.9,0,11,43
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,39,17,Tony Stewart,Chevrolet,0,17,25.952   ,138.718   ,-1,-1,-1,-9,11,58,0,-17,17
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,40,27,"Sam Hornish, Jr.",Ford,0,27,26.237   ,137.211   ,-1,-1,-1,3,0,45,0,-9,27
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,41,18,Brian Vickers,Toyota,0,18,25.964   ,138.654   ,-1,-1,-1,-1,0,33,0,-23,18
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,42,31,Michael Annett,Chevrolet,0,31,26.380   ,136.467   ,-1,-1,-1,-8,0,33,0,-11,31
2015_CampingWorld.com_500,3/15/2015,Phoenix Raceway,312,1,43,16,"Dale Earnhardt, Jr.",Chevrolet,0,16,25.934   ,138.814   ,-1,-1,-1,12,16,67.4,0,-27,16
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,1,8,Brad Keselowski,Ford,1,8,39.117   ,184.063   ,-1,-1,-1,10,59,114.6,14,60.25,8
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,2,2,Kevin Harvick,Chevrolet,34,2,38.909   ,185.047   ,-1,-1,-1,9,34,129.3,45,73,2
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,3,1,Kurt Busch,Chevrolet,65,1,38.889   ,185.142   ,-1,-1,-1,4,26,135.4,50,80.25,1
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,4,11,Paul Menard,Chevrolet,0,11,39.262   ,183.383   ,-1,-1,-1,-5,52,100.6,0,47,11
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,5,9,Ryan Newman,Chevrolet,0,9,39.189   ,183.725   ,-1,-1,-1,3,70,92.8,0,43,9
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,6,17,"Dale Earnhardt, Jr.",Chevrolet,0,17,39.377   ,182.848   ,-1,-1,-1,20,56,104.6,2,50,17
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,7,13,Joey Logano,Ford,0,13,39.275   ,183.323   ,-1,-1,-1,20,56,102.3,3,44.5,13
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,8,12,"Martin Truex, Jr.",Chevrolet,5,12,39.280   ,183.299   ,-1,-1,-1,2,52,96.1,0,41.25,12
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,9,14,Jimmie Johnson,Chevrolet,0,14,39.289   ,183.257   ,-1,-1,-1,10,60,107.9,6,43,14
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,10,7,Jeff Gordon,Chevrolet,3,7,39.112   ,184.087   ,-1,-1,-1,0,56,90.8,0,31.75,7
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,11,23,Aric Almirola,Ford,0,23,39.604   ,181.800   ,-1,-1,-1,11,41,81,0,45,23
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,12,31,Justin Allgaier,Chevrolet,0,31,39.780   ,180.995   ,-1,-1,-1,-7,11,65.1,0,51,31
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,13,15,Carl Edwards,Toyota,1,15,39.349   ,182.978   ,-1,-1,-1,-3,45,84.6,0,33.25,15
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,14,20,Tony Stewart,Chevrolet,0,20,39.464   ,182.445   ,-1,-1,-1,-24,18,80.8,1,36.5,20
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,15,27,"Ricky Stenhouse, Jr.",Ford,0,27,39.657   ,181.557   ,-1,-1,-1,1,3,64.4,2,42,27
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,16,21,Austin Dillon,Chevrolet,0,21,39.486   ,182.343   ,-1,-1,-1,0,5,70.6,0,33,21
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,17,19,Kasey Kahne,Chevrolet,0,19,39.399   ,182.746   ,-1,-1,-1,7,44,76.5,1,29.5,19
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,18,4,David Ragan,Toyota,0,4,38.943   ,184.886   ,-1,-1,-1,2,10,77.7,2,13,4
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,19,22,Danica Patrick,Chevrolet,0,22,39.530   ,182.140   ,-1,-1,-1,-3,19,71.1,0,28,22
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,20,33,Chris Buescher,Ford,0,33,39.888   ,180.505   ,-1,-1,-1,7,9,59.4,2,38,33
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,21,26,Jamie McMurray,Chevrolet,0,26,39.642   ,181.626   ,-1,-1,-1,11,0,64.4,2,29,26
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,22,30,Brett Moffitt,Toyota,0,30,39.731   ,181.219   ,-1,-1,-1,10,3,53.5,2,31,30
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,23,37,Casey Mears,Chevrolet,0,37,40.212   ,179.051   ,-1,-1,-1,14,0,65,0,35,37
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,24,32,Cole Whitt,Ford,0,32,39.876   ,180.560   ,-1,-1,-1,7,0,54.9,0,28,32
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,25,40,Landon Cassill,Chevrolet,0,40,40.501   ,177.773   ,-1,-1,-1,-1,0,48.2,2,35,40
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,26,5,Kyle Larson,Chevrolet,0,5,39.059   ,184.337   ,-1,-1,-1,8,75,82.7,1,-2.5,5
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,27,25,Brian Scott,Chevrolet,0,25,39.611   ,181.768   ,-1,-1,-1,6,39,74.1,1,15.5,25
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,28,6,Denny Hamlin,Toyota,56,6,39.081   ,184.233   ,-1,-1,-1,-6,45,104.6,16,16,6
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,29,36,Trevor Bayne,Ford,0,36,40.153   ,179.314   ,-1,-1,-1,2,0,50.3,1,22.5,36
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,30,10,Clint Bowyer,Toyota,0,10,39.257   ,183.407   ,-1,-1,-1,-19,23,67.6,0,-6,10
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,31,3,Matt Kenseth,Toyota,43,3,38.926   ,184.966   ,-1,-1,-1,0,23,104.2,13,2.25,3
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,32,29,Greg Biffle,Ford,0,29,39.693   ,181.392   ,-1,-1,-1,-22,0,58.7,5,11.5,29
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,33,28,Alex Bowman,Chevrolet,1,28,39.684   ,181.433   ,-1,-1,-1,-10,3,40.2,0,6.25,28
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,34,18,A.J. Allmendinger,Chevrolet,0,18,39.395   ,182.764   ,-1,-1,-1,1,6,46.4,0,-6,18
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,35,43,David Gilliland,Ford,0,43,41.041   ,175.434   ,-1,-1,-1,-6,0,39.7,0,17,43
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,36,35,Josh Wise,Ford,0,35,40.050   ,179.775   ,-1,-1,-1,-3,0,35.1,0,7,35
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,37,41,J.J. Yeley,Toyota,0,41,40.798   ,176.479   ,-1,-1,-1,0,0,34.5,0,11,41
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,38,24,Michael Annett,Chevrolet,0,24,39.912   ,180.397   ,-1,-1,-1,-20,0,33.8,0,-8,24
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,39,34,Jeb Burton,Toyota,0,34,39.995   ,180.023   ,-1,-1,-1,-13,0,27.9,0,0,34
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,40,39,Mike Bliss,Ford,0,39,40.375   ,178.328   ,-1,-1,-1,5,0,29.5,0,3,39
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,41,38,Brendan Gaughan,Chevrolet,0,38,40.312   ,178.607   ,-1,-1,-1,-8,0,26.3,0,-3,38
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,42,42,Matt DiBenedetto,Toyota,0,42,40.886   ,176.099   ,-1,-1,-1,-4,0,23.9,0,0,42
2015_Auto_Club_400,3/22/2015,Auto Club Speedway,200,2,43,16,"Sam Hornish, Jr.",Ford,0,16,39.365   ,182.904   ,-1,-1,-1,-15,0,39.8,1,-26.5,16
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,1,15,Denny Hamlin,Toyota,91,15,19.468   ,97.267   ,-1,-1,-1,48,71,134.7,75,120.25,15
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,2,12,Brad Keselowski,Ford,18,12,19.514   ,97.038   ,-1,-1,-1,36,71,114.8,29,71,12
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,3,1,Joey Logano,Ford,108,1,19.232   ,98.461   ,-1,-1,-1,12,37,121.8,41,86.5,1
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,4,8,Matt Kenseth,Toyota,11,8,19.443   ,97.392   ,-1,-1,-1,2,63,112.9,24,58.75,8
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,5,20,David Ragan,Toyota,0,20,19.562   ,96.800   ,-1,-1,-1,12,52,96.2,6,57,20
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,6,3,"Martin Truex, Jr.",Chevrolet,23,3,19.313   ,98.048   ,-1,-1,-1,-3,46,96.1,7,44.25,3
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,7,16,Danica Patrick,Chevrolet,0,16,19.468   ,97.267   ,-1,-1,-1,-25,31,86.8,11,51.5,16
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,8,17,Kevin Harvick,Chevrolet,154,17,19.470   ,97.257   ,-1,-1,-1,19,55,128.9,58,112.5,17
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,9,4,Jeff Gordon,Chevrolet,21,4,19.399   ,97.613   ,-1,-1,-1,15,69,104,26,48.25,4
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,10,19,Jamie McMurray,Chevrolet,0,19,19.477   ,97.222   ,-1,-1,-1,-3,66,97.3,3,44.5,19
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,11,9,Kasey Kahne,Chevrolet,29,9,19.465   ,97.282   ,-1,-1,-1,9,57,96.4,9,42.75,9
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,12,18,Aric Almirola,Ford,0,18,19.474   ,97.237   ,-1,-1,-1,20,53,82.5,2,39,18
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,13,30,Clint Bowyer,Toyota,0,30,19.599   ,96.617   ,-1,-1,-1,18,56,86.4,3,49.5,30
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,14,26,Kurt Busch,Chevrolet,21,26,19.533   ,96.944   ,-1,-1,-1,24,39,84.2,7,50.75,26
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,15,24,Casey Mears,Chevrolet,0,24,   ,   ,-1,-1,-1,24,25,77.8,2,39,24
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,16,7,Regan Smith,Chevrolet,0,-1,-1,-1,-1,-1,-1,11,27,73.6,0,19,7
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,17,11,Carl Edwards,Toyota,13,11,19.486   ,97.177   ,-1,-1,-1,3,48,98.8,17,32.75,11
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,18,36,Trevor Bayne,Ford,0,36,19.673   ,96.254   ,-1,-1,-1,-33,5,63.5,1,44.5,36
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,19,25,Greg Biffle,Ford,0,25,19.525   ,96.983   ,-1,-1,-1,24,13,71.8,1,31.5,25
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,20,6,Tony Stewart,Chevrolet,8,6,19.428   ,97.468   ,-1,-1,-1,-20,44,82.1,2,13,6
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,21,34,Landon Cassill,Chevrolet,0,34,19.664   ,96.298   ,-1,-1,-1,-14,9,57.3,1,36.5,34
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,22,37,Cole Whitt,Ford,0,37,19.713   ,96.058   ,-1,-1,-1,-24,0,52.6,0,37,37
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,23,13,Paul Menard,Chevrolet,0,13,19.444   ,97.387   ,-1,-1,-1,6,17,66.5,4,13,13
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,24,35,Chris Buescher,Ford,0,35,19.672   ,96.259   ,-1,-1,-1,-37,0,48.6,2,32,35
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,25,29,David Gilliland,Ford,0,29,19.589   ,96.666   ,-1,-1,-1,-7,10,58.2,2,24,29
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,26,42,J.J. Yeley,Toyota,0,42,19.890   ,95.204   ,-1,-1,-1,-4,0,36.4,0,34,42
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,27,2,Ryan Newman,Chevrolet,2,2,19.258   ,98.328   ,-1,-1,-1,-27,3,62.8,4,-5.5,2
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,28,33,Brett Moffitt,Toyota,0,33,19.652   ,96.357   ,-1,-1,-1,-11,0,40,0,21,33
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,29,32,Jeb Burton,Toyota,0,32,19.624   ,96.494   ,-1,-1,-1,-8,0,35.7,0,18,32
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,30,31,Josh Wise,Ford,0,31,19.601   ,96.607   ,-1,-1,-1,-21,0,40.8,0,15,31
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,31,43,Matt DiBenedetto,Toyota,0,43,20.025   ,94.562   ,-1,-1,-1,-4,0,30.8,0,25,43
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,32,38,"Sam Hornish, Jr.",Ford,0,38,19.720   ,96.024   ,-1,-1,-1,10,0,46.5,1,18.5,38
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,33,41,Alex Kennedy,Chevrolet,0,41,19.871   ,95.295   ,-1,-1,-1,-21,0,31.4,0,19,41
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,34,40,Mike Bliss,Ford,1,40,19.788   ,95.694   ,-1,-1,-1,-11,0,33,0,16.25,40
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,35,5,Jimmie Johnson,Chevrolet,0,5,19.405   ,97.583   ,-1,-1,-1,-1,9,57.1,0,-21,5
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,36,14,"Dale Earnhardt, Jr.",Chevrolet,0,14,19.461   ,97.302   ,-1,-1,-1,41,18,63.9,21,-3.5,14
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,37,39,Alex Bowman,Chevrolet,0,39,19.744   ,95.908   ,-1,-1,-1,-12,0,35.7,5,11.5,39
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,38,27,Chase Elliott,Chevrolet,0,27,19.538   ,96.919   ,-1,-1,-1,-15,0,39,6,-2,27
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,39,28,Michael Annett,Chevrolet,0,28,19.542   ,96.899   ,-1,-1,-1,-13,1,46.9,1,-5.5,28
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,40,23,"Ricky Stenhouse, Jr.",Ford,0,23,19.611   ,96.558   ,-1,-1,-1,0,0,35.7,1,-12.5,23
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,41,22,Austin Dillon,Chevrolet,0,22,19.570   ,96.760   ,-1,-1,-1,-26,7,49.4,1,-18.5,22
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,42,21,Justin Allgaier,Chevrolet,0,21,19.564   ,96.790   ,-1,-1,-1,19,7,54.3,2,-20,21
2015_STP_500,3/29/2015,Martinsville Speedway,500,0.526,43,10,A.J. Allmendinger,Chevrolet,0,10,19.469   ,97.262   ,-1,-1,-1,-17,31,67.8,1,-32.5,10
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,1,5,Jimmie Johnson,Chevrolet,128,5,28.063   ,192.424   ,-1,-1,-1,19,42,137.5,45,104.5,5
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,2,2,Kevin Harvick,Chevrolet,96,2,27.875   ,193.722   ,-1,-1,-1,10,41,132.2,54,93,2
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,3,25,"Dale Earnhardt, Jr.",Chevrolet,0,25,28.115   ,192.068   ,-1,-1,-1,57,63,109,26,76,25
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,4,6,Joey Logano,Ford,19,6,28.071   ,192.369   ,-1,-1,-1,1,37,111.1,14,53.75,6
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,5,3,Brad Keselowski,Ford,27,3,27.951   ,193.195   ,-1,-1,-1,22,47,115.2,27,57.25,3
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,6,10,Jamie McMurray,Chevrolet,9,10,28.166   ,191.721   ,-1,-1,-1,-8,39,94.2,2,45.25,10
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,7,12,Jeff Gordon,Chevrolet,3,12,28.489   ,189.547   ,-1,-1,-1,0,46,96.4,0,42.75,12
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,8,4,Kasey Kahne,Chevrolet,6,4,27.989   ,192.933   ,-1,-1,-1,3,43,115.9,38,52.5,4
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,9,15,"Martin Truex, Jr.",Chevrolet,0,15,28.091   ,192.232   ,-1,-1,-1,-1,53,102,1,41.5,15
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,10,16,Carl Edwards,Toyota,0,16,28.129   ,191.973   ,-1,-1,-1,-1,44,94.5,5,42.5,16
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,11,18,Denny Hamlin,Toyota,0,18,28.142   ,191.884   ,-1,-1,-1,2,41,83.5,1,40.5,18
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,12,7,Ryan Newman,Chevrolet,0,7,28.088   ,192.253   ,-1,-1,-1,20,41,82.2,0,27,7
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,13,30,David Ragan,Toyota,0,30,28.205   ,191.455   ,-1,-1,-1,2,41,85.1,0,48,30
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,14,1,Kurt Busch,Chevrolet,45,1,27.857   ,193.847   ,-1,-1,-1,-9,35,102.9,14,35.25,1
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,15,22,"Ricky Stenhouse, Jr.",Ford,0,22,28.290   ,190.880   ,-1,-1,-1,1,1,68.1,10,41,22
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,16,21,Danica Patrick,Chevrolet,0,21,28.258   ,191.096   ,-1,-1,-1,-12,15,74.9,1,33.5,21
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,17,19,Greg Biffle,Ford,0,19,28.159   ,191.768   ,-1,-1,-1,-1,3,71,2,30,19
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,18,23,Trevor Bayne,Ford,0,23,28.343   ,190.523   ,-1,-1,-1,-14,0,65.7,0,31,23
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,19,32,Aric Almirola,Ford,0,32,28.222   ,191.340   ,-1,-1,-1,9,1,69.3,1,38.5,32
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,20,14,Austin Dillon,Chevrolet,0,14,28.086   ,192.267   ,-1,-1,-1,-18,3,71,0,18,14
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,21,26,A.J. Allmendinger,Chevrolet,0,26,28.130   ,191.966   ,-1,-1,-1,0,0,60.4,6,31,26
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,22,27,Clint Bowyer,Toyota,0,27,28.178   ,191.639   ,-1,-1,-1,8,0,56.3,12,33,27
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,23,17,Matt Kenseth,Toyota,0,17,28.137   ,191.918   ,-1,-1,-1,-9,40,79.2,1,15.5,17
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,24,11,Tony Stewart,Chevrolet,0,11,28.200   ,191.489   ,-1,-1,-1,-22,16,72.7,2,8,11
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,25,9,Kyle Larson,Chevrolet,0,9,28.118   ,192.048   ,-1,-1,-1,11,57,81,2,4,9
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,26,29,"Sam Hornish, Jr.",Ford,0,29,28.201   ,191.483   ,-1,-1,-1,1,4,59.5,2,22,29
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,27,20,Casey Mears,Chevrolet,0,20,28.210   ,191.421   ,-1,-1,-1,1,0,61.9,1,10.5,20
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,28,38,David Gilliland,Ford,0,38,28.378   ,190.288   ,-1,-1,-1,7,0,44.1,0,26,38
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,29,36,Brett Moffitt,Toyota,0,36,28.288   ,190.894   ,-1,-1,-1,3,0,49.5,0,22,36
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,30,40,Chris Buescher,Ford,0,40,28.517   ,189.361   ,-1,-1,-1,5,0,39.7,9,28.5,40
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,31,39,Michael McDowell,Ford,0,39,28.383   ,190.255   ,-1,-1,-1,1,0,37.2,2,22,39
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,32,33,Landon Cassill,Chevrolet,0,33,28.222   ,191.340   ,-1,-1,-1,-9,0,47.1,4,15,33
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,33,34,Alex Bowman,Chevrolet,0,34,28.236   ,191.245   ,-1,-1,-1,-2,0,37.5,0,12,34
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,34,42,Matt DiBenedetto,Toyota,0,42,28.758   ,187.774   ,-1,-1,-1,1,0,32,0,18,42
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,35,31,Cole Whitt,Ford,0,31,28.218   ,191.367   ,-1,-1,-1,-9,0,35.4,3,6.5,31
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,36,37,Mike Bliss,Ford,0,37,28.367   ,190.362   ,-1,-1,-1,-3,0,29.7,0,9,37
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,37,43,Alex Kennedy,Chevrolet,0,43,29.072   ,185.746   ,-1,-1,-1,2,0,27.4,0,13,43
2015_Duck_Commander_500,4/11/2015,Texas Motor Speedway,334,1.5,38,35,Josh Wise,Ford,0,35,28.274   ,190.988   ,-1,-1,-1,-6,0,39.9,0,3,35
