C,C,W,W,W,D,D,G,UTIL,,Instructions,,,,,,,,
,,,,,,,,,,C,Kevin Hayes (16287822),Kevin Hayes,16287822,C/UTIL,6400,NYI@PHI 01/31/2021 07:00PM ET,PHI,10.2
,,,,,,,,,,LW,Anders Lee (16288001),Anders Lee,16288001,W/UTIL,6400,NYI@PHI 01/31/2021 07:00PM ET,NYI,10.06
,,,,,,,,,,D,Thomas Chabot (16288157),Thomas Chabot,16288157,D/UTIL,6400,OTT@EDM 01/31/2021 09:00PM ET,OTT,8.91
,,,,,,,,,,RW,Kevin Fiala (16288085),Kevin Fiala,16288085,W/UTIL,6300,COL@MIN 01/31/2021 08:00PM ET,MIN,10.96
,,,,,,,,,,C,Dylan Strome (16288147),Dylan Strome,16288147,C/UTIL,6100,CLS@CHI 01/31/2021 07:00PM ET,CHI,8.24
,,,,,,,,,,D,Devon Toews (16288118),Devon Toews,16288118,D/UTIL,6100,COL@MIN 01/31/2021 08:00PM ET,COL,10.58
,,,,,,,,,,D,Connor Murphy (16287872),Connor Murphy,16287872,D/UTIL,6000,CLS@CHI 01/31/2021 07:00PM ET,CHI,9.9
,,,,,,,,,,C,Jonathan Toews (16287699),Jonathan Toews,16287699,C/UTIL,5900,CLS@CHI 01/31/2021 07:00PM ET,CHI,0
,,,,,,,,,,LW,Dominik Kubalik (16288067),Dominik Kubalik,16288067,W/UTIL,5900,CLS@CHI 01/31/2021 07:00PM ET,CHI,10.44
,,,,,,,,,,RW,Jordan Eberle (16287745),Jordan Eberle,16287745,W/UTIL,5700,NYI@PHI 01/31/2021 07:00PM ET,NYI,9.72
,,,,,,,,,,D,Ivan Provorov (16288149),Ivan Provorov,16288149,D/UTIL,5700,NYI@PHI 01/31/2021 07:00PM ET,PHI,10.5
,,,,,,,,,,C,Pius Suter (16288391),Pius Suter,16288391,C/UTIL,5600,CLS@CHI 01/31/2021 07:00PM ET,CHI,7.84
,,,,,,,,,,D,Torey Krug (16287930),Torey Krug,16287930,D/UTIL,5600,STL@ANH 01/31/2021 08:00PM ET,STL,7.82
,,,,,,,,,,D,Duncan Keith (16287664),Duncan Keith,16287664,D/UTIL,5500,CLS@CHI 01/31/2021 07:00PM ET,CHI,8.44
,,,,,,,,,,LW,Zach Parise (16287674),Zach Parise,16287674,W/UTIL,5500,COL@MIN 01/31/2021 08:00PM ET,MIN,9.87
,,,,,,,,,,C,Brayden Schenn (16287756),Brayden Schenn,16287756,C/UTIL,5500,STL@ANH 01/31/2021 08:00PM ET,STL,10.61
,,,,,,,,,,D,Zach Werenski (16288151),Zach Werenski,16288151,D/UTIL,5400,CLS@CHI 01/31/2021 07:00PM ET,CLS,8.17
,,,,,,,,,,RW,David Perron (16287727),David Perron,16287727,W/UTIL,5400,STL@ANH 01/31/2021 08:00PM ET,STL,13.05
,,,,,,,,,,C,Ryan O'Reilly (16287781),Ryan O'Reilly,16287781,C/UTIL,5400,STL@ANH 01/31/2021 08:00PM ET,STL,8.75
,,,,,,,,,,C,Nazem Kadri (16287758),Nazem Kadri,16287758,C/UTIL,5300,COL@MIN 01/31/2021 08:00PM ET,COL,10.48
,,,,,,,,,,D,Seth Jones (16288014),Seth Jones,16288014,D/UTIL,5200,CLS@CHI 01/31/2021 07:00PM ET,CLS,5.31
,,,,,,,,,,RW,Kirill Kaprizov (16288210),Kirill Kaprizov,16288210,W/UTIL,5200,COL@MIN 01/31/2021 08:00PM ET,MIN,7.62
,,,,,,,,,,RW,Travis Konecny (16288163),Travis Konecny,16288163,W/UTIL,5100,NYI@PHI 01/31/2021 07:00PM ET,PHI,11.4
,,,,,,,,,,D,Darnell Nurse (16288016),Darnell Nurse,16288016,D/UTIL,5100,OTT@EDM 01/31/2021 09:00PM ET,EDM,9.07
,,,,,,,,,,D,Nikita Zaitsev (16288224),Nikita Zaitsev,16288224,D/UTIL,5000,OTT@EDM 01/31/2021 09:00PM ET,OTT,6.79
,,,,,,,,,,C,Josh Norris (16288339),Josh Norris,16288339,C/UTIL,5000,OTT@EDM 01/31/2021 09:00PM ET,OTT,8.8
,,,,,,,,,,C,Brock Nelson (16287824),Brock Nelson,16287824,C/UTIL,4900,NYI@PHI 01/31/2021 07:00PM ET,NYI,6.72
,,,,,,,,,,D,Ryan Pulock (16288024),Ryan Pulock,16288024,D/UTIL,4900,NYI@PHI 01/31/2021 07:00PM ET,NYI,7.14
,,,,,,,,,,C,Joel Eriksson Ek (16288159),Joel Eriksson Ek,16288159,C/UTIL,4800,COL@MIN 01/31/2021 08:00PM ET,MIN,11.74
,,,,,,,,,,LW,Jaden Schwartz (16287814),Jaden Schwartz,16287814,W/UTIL,4800,STL@ANH 01/31/2021 08:00PM ET,STL,8.39
,,,,,,,,,,RW,Cam Atkinson (16287852),Cam Atkinson,16287852,W/UTIL,4700,CLS@CHI 01/31/2021 07:00PM ET,CLS,7.87
,,,,,,,,,,D,Matt Dumba (16287948),Matt Dumba,16287948,D/UTIL,4700,COL@MIN 01/31/2021 08:00PM ET,MIN,10.19
,,,,,,,,,,RW,Kailer Yamamoto (16288343),Kailer Yamamoto,16288343,W/UTIL,4700,OTT@EDM 01/31/2021 09:00PM ET,EDM,9.35
,,,,,,,,,,LW,Claude Giroux (16287703),Claude Giroux,16287703,W/UTIL,4600,NYI@PHI 01/31/2021 07:00PM ET,PHI,7.7
,,,,,,,,,,D,Noah Dobson (16288417),Noah Dobson,16288417,D/UTIL,4600,NYI@PHI 01/31/2021 07:00PM ET,NYI,9.78
,,,,,,,,,,RW,Oliver Bjorkstrand (16288055),Oliver Bjorkstrand,16288055,W/UTIL,4600,CLS@CHI 01/31/2021 07:00PM ET,CLS,10.23
,,,,,,,,,,LW,James van Riemsdyk (16287713),James van Riemsdyk,16287713,W/UTIL,4500,NYI@PHI 01/31/2021 07:00PM ET,PHI,10.9
,,,,,,,,,,C,Sean Couturier (16287866),Sean Couturier,16287866,C/UTIL,4500,NYI@PHI 01/31/2021 07:00PM ET,PHI,3.9
,,,,,,,,,,D,Ryan Suter (16287668),Ryan Suter,16287668,D/UTIL,4500,COL@MIN 01/31/2021 08:00PM ET,MIN,7.41
,,,,,,,,,,C,Adam Henrique (16287844),Adam Henrique,16287844,C/UTIL,4400,STL@ANH 01/31/2021 08:00PM ET,ANH,5.82
,,,,,,,,,,D,Adam Larsson (16287864),Adam Larsson,16287864,D/UTIL,4400,OTT@EDM 01/31/2021 09:00PM ET,EDM,10.69
,,,,,,,,,,RW,Drake Batherson (16288377),Drake Batherson,16288377,W/UTIL,4400,OTT@EDM 01/31/2021 09:00PM ET,OTT,8.21
,,,,,,,,,,RW,Vladimir Tarasenko (16287816),Vladimir Tarasenko,16287816,W/UTIL,4300,STL@ANH 01/31/2021 08:00PM ET,STL,0
,,,,,,,,,,RW,Rickard Rakell (16287874),Rickard Rakell,16287874,W/UTIL,4300,STL@ANH 01/31/2021 08:00PM ET,ANH,8.61
,,,,,,,,,,D,Colton Parayko (16287979),Colton Parayko,16287979,D/UTIL,4300,STL@ANH 01/31/2021 08:00PM ET,STL,7.96
,,,,,,,,,,C,Alexandre Texier (16288351),Alexandre Texier,16288351,C/UTIL,4200,CLS@CHI 01/31/2021 07:00PM ET,CLS,8.13
,,,,,,,,,,RW,Andre Burakovsky (16288028),Andre Burakovsky,16288028,W/UTIL,4200,COL@MIN 01/31/2021 08:00PM ET,COL,11.32
,,,,,,,,,,RW,Jesse Puljujarvi (16288244),Jesse Puljujarvi,16288244,W/UTIL,4200,OTT@EDM 01/31/2021 09:00PM ET,EDM,5.91
,,,,,,,,,,RW,Jakub Voracek (16287719),Jakub Voracek,16287719,W/UTIL,4100,NYI@PHI 01/31/2021 07:00PM ET,PHI,9.43
,,,,,,,,,,LW,Boone Jenner (16287882),Boone Jenner,16287882,W/UTIL,4100,CLS@CHI 01/31/2021 07:00PM ET,CLS,8.46
,,,,,,,,,,D,Samuel Girard (16288272),Samuel Girard,16288272,D/UTIL,4100,COL@MIN 01/31/2021 08:00PM ET,COL,8.84
,,,,,,,,,,D,Tyson Barrie (16287850),Tyson Barrie,16287850,D/UTIL,4100,OTT@EDM 01/31/2021 09:00PM ET,EDM,8.2
,,,,,,,,,,C,Nick Bonino (16287791),Nick Bonino,16287791,C/UTIL,4000,COL@MIN 01/31/2021 08:00PM ET,MIN,7.21
,,,,,,,,,,C,Nick Bjugstad (16287820),Nick Bjugstad,16287820,C/UTIL,4000,COL@MIN 01/31/2021 08:00PM ET,MIN,6
,,,,,,,,,,D,Justin Faulk (16287828),Justin Faulk,16287828,D/UTIL,4000,STL@ANH 01/31/2021 08:00PM ET,STL,9.21
,,,,,,,,,,D,Hampus Lindholm (16287946),Hampus Lindholm,16287946,D/UTIL,4000,STL@ANH 01/31/2021 08:00PM ET,ANH,6.77
,,,,,,,,,,RW,Connor Brown (16287991),Connor Brown,16287991,W/UTIL,4000,OTT@EDM 01/31/2021 09:00PM ET,OTT,6.25
,,,,,,,,,,D,Adam Pelech (16287969),Adam Pelech,16287969,D/UTIL,3900,NYI@PHI 01/31/2021 07:00PM ET,NYI,9
,,,,,,,,,,D,Jared Spurgeon (16287842),Jared Spurgeon,16287842,D/UTIL,3900,COL@MIN 01/31/2021 08:00PM ET,MIN,5.1
,,,,,,,,,,C,Derek Stepan (16287826),Derek Stepan,16287826,C/UTIL,3900,OTT@EDM 01/31/2021 09:00PM ET,OTT,6.29
,,,,,,,,,,LW,Nick Foligno (16287706),Nick Foligno,16287706,W/UTIL,3800,CLS@CHI 01/31/2021 07:00PM ET,CLS,7.91
,,,,,,,,,,C,Max Domi (16288022),Max Domi,16288022,C/UTIL,3800,CLS@CHI 01/31/2021 07:00PM ET,CLS,5.03
,,,,,,,,,,D,Kevin Shattenkirk (16287721),Kevin Shattenkirk,16287721,D/UTIL,3800,STL@ANH 01/31/2021 08:00PM ET,ANH,4
,,,,,,,,,,RW,Jordan Kyrou (16288264),Jordan Kyrou,16288264,W/UTIL,3800,STL@ANH 01/31/2021 08:00PM ET,STL,13.88
,,,,,,,,,,C,Nolan Patrick (16288333),Nolan Patrick,16288333,C/UTIL,3700,NYI@PHI 01/31/2021 07:00PM ET,PHI,5.63
,,,,,,,,,,D,Calvin de Haan (16287760),Calvin de Haan,16287760,D/UTIL,3700,CLS@CHI 01/31/2021 07:00PM ET,CHI,6.93
,,,,,,,,,,D,Jonas Brodin (16287868),Jonas Brodin,16287868,D/UTIL,3700,COL@MIN 01/31/2021 08:00PM ET,MIN,9.33
,,,,,,,,,,RW,Jakob Silfverberg (16287856),Jakob Silfverberg,16287856,W/UTIL,3700,STL@ANH 01/31/2021 08:00PM ET,ANH,5.88
,,,,,,,,,,D,Adam Boqvist (16288411),Adam Boqvist,16288411,D/UTIL,3600,CLS@CHI 01/31/2021 07:00PM ET,CHI,4.62
,,,,,,,,,,LW,Mike Hoffman (16287785),Mike Hoffman,16287785,W/UTIL,3600,STL@ANH 01/31/2021 08:00PM ET,STL,6.07
,,,,,,,,,,C,Chris Tierney (16287962),Chris Tierney,16287962,C/UTIL,3600,OTT@EDM 01/31/2021 09:00PM ET,OTT,5.85
,,,,,,,,,,D,Shayne Gostisbehere (16287974),Shayne Gostisbehere,16287974,D/UTIL,3500,NYI@PHI 01/31/2021 07:00PM ET,PHI,7.77
,,,,,,,,,,C,Ryan Getzlaf (16287676),Ryan Getzlaf,16287676,C/UTIL,3500,STL@ANH 01/31/2021 08:00PM ET,ANH,5.38
,,,,,,,,,,LW,Danton Heinen (16288123),Danton Heinen,16288123,W/UTIL,3500,STL@ANH 01/31/2021 08:00PM ET,ANH,7.27
,,,,,,,,,,D,Erik Gudbranson (16287810),Erik Gudbranson,16287810,D/UTIL,3500,OTT@EDM 01/31/2021 09:00PM ET,OTT,7.09
,,,,,,,,,,LW,Nick Paul (16288057),Nick Paul,16288057,W/UTIL,3500,OTT@EDM 01/31/2021 09:00PM ET,OTT,6.65
,,,,,,,,,,D,Nick Leddy (16287764),Nick Leddy,16287764,D/UTIL,3400,NYI@PHI 01/31/2021 07:00PM ET,NYI,6.12
,,,,,,,,,,RW,Joel Farabee (16288419),Joel Farabee,16288419,W/UTIL,3400,NYI@PHI 01/31/2021 07:00PM ET,PHI,7.32
,,,,,,,,,,LW,Mattias Janmark (16288051),Mattias Janmark,16288051,W/UTIL,3400,CLS@CHI 01/31/2021 07:00PM ET,CHI,6.09
,,,,,,,,,,D,Mike Reilly (16287912),Mike Reilly,16287912,D/UTIL,3400,OTT@EDM 01/31/2021 09:00PM ET,OTT,6.04
,,,,,,,,,,C,Jean-Gabriel Pageau (16287910),Jean-Gabriel Pageau,16287910,C/UTIL,3300,NYI@PHI 01/31/2021 07:00PM ET,NYI,5.79
,,,,,,,,,,D,Michael Del Zotto (16287743),Michael Del Zotto,16287743,D/UTIL,3300,CLS@CHI 01/31/2021 07:00PM ET,CLS,5.83
,,,,,,,,,,LW,Zach Sanford (16288048),Zach Sanford,16288048,W/UTIL,3300,STL@ANH 01/31/2021 08:00PM ET,STL,6.15
,,,,,,,,,,RW,Evgenii Dadonov (16287769),Evgenii Dadonov,16287769,W/UTIL,3300,OTT@EDM 01/31/2021 09:00PM ET,OTT,5.39
,,,,,,,,,,D,Ryan Graves (16288059),Ryan Graves,16288059,D/UTIL,3200,COL@MIN 01/31/2021 08:00PM ET,COL,5.6
,,,,,,,,,,D,Ethan Bear (16288202),Ethan Bear,16288202,D/UTIL,3200,OTT@EDM 01/31/2021 09:00PM ET,EDM,4.08
,,,,,,,,,,LW,Tim Stuetzle (16288497),Tim Stuetzle,16288497,W/UTIL,3200,OTT@EDM 01/31/2021 09:00PM ET,OTT,3.72
,,,,,,,,,,LW,Josh Bailey (16287741),Josh Bailey,16287741,W/UTIL,3100,NYI@PHI 01/31/2021 07:00PM ET,NYI,3.39
,,,,,,,,,,D,Erik Gustafsson (16287981),Erik Gustafsson,16287981,D/UTIL,3100,NYI@PHI 01/31/2021 07:00PM ET,PHI,5.76
,,,,,,,,,,D,Travis Sanheim (16288089),Travis Sanheim,16288089,D/UTIL,3100,NYI@PHI 01/31/2021 07:00PM ET,PHI,4.18
,,,,,,,,,,LW,Andrew Shaw (16287918),Andrew Shaw,16287918,W/UTIL,3100,CLS@CHI 01/31/2021 07:00PM ET,CHI,4.87
,,,,,,,,,,LW,Marcus Johansson (16287766),Marcus Johansson,16287766,W/UTIL,3100,COL@MIN 01/31/2021 08:00PM ET,MIN,4.67
,,,,,,,,,,D,Andy Greene (16287687),Andy Greene,16287687,D/UTIL,3000,NYI@PHI 01/31/2021 07:00PM ET,NYI,5.52
,,,,,,,,,,LW,Oskar Lindblom (16288127),Oskar Lindblom,16288127,W/UTIL,3000,NYI@PHI 01/31/2021 07:00PM ET,PHI,6.2
,,,,,,,,,,LW,Brandon Saad (16287887),Brandon Saad,16287887,W/UTIL,3000,COL@MIN 01/31/2021 08:00PM ET,COL,7.28
,,,,,,,,,,D,Bowen Byram (16288478),Bowen Byram,16288478,D/UTIL,3000,COL@MIN 01/31/2021 08:00PM ET,COL,4.23
,,,,,,,,,,D,Jani Hakanpaa (16287832),Jani Hakanpaa,16287832,D/UTIL,3000,STL@ANH 01/31/2021 08:00PM ET,ANH,5.68
,,,,,,,,,,LW,James Neal (16287683),James Neal,16287683,W/UTIL,3000,OTT@EDM 01/31/2021 09:00PM ET,EDM,5.8
,,,,,,,,,,C,Colin White (16288161),Colin White,16288161,C/UTIL,3000,OTT@EDM 01/31/2021 09:00PM ET,OTT,5.28
,,,,,,,,,,D,Nate Prosser (16287787),Nate Prosser,16287787,D/UTIL,2900,NYI@PHI 01/31/2021 07:00PM ET,PHI,16.9
,,,,,,,,,,LW,Michael Raffl (16288010),Michael Raffl,16288010,W/UTIL,2900,NYI@PHI 01/31/2021 07:00PM ET,PHI,5.1
,,,,,,,,,,D,David Savard (16287808),David Savard,16287808,D/UTIL,2900,CLS@CHI 01/31/2021 07:00PM ET,CLS,5.98
,,,,,,,,,,D,Erik Johnson (16287697),Erik Johnson,16287697,D/UTIL,2900,COL@MIN 01/31/2021 08:00PM ET,COL,5.5
,,,,,,,,,,D,Cam Fowler (16287812),Cam Fowler,16287812,D/UTIL,2900,STL@ANH 01/31/2021 08:00PM ET,ANH,4.78
,,,,,,,,,,C,Derek Grant (16287846),Derek Grant,16287846,C/UTIL,2900,STL@ANH 01/31/2021 08:00PM ET,ANH,5.26
,,,,,,,,,,RW,Oskar Sundqvist (16287976),Oskar Sundqvist,16287976,W/UTIL,2900,STL@ANH 01/31/2021 08:00PM ET,STL,6.6
,,,,,,,,,,LW,Max Comtois (16288355),Max Comtois,16288355,W/UTIL,2900,STL@ANH 01/31/2021 08:00PM ET,ANH,6.3
,,,,,,,,,,LW,Alex Galchenyuk (16287944),Alex Galchenyuk,16287944,W/UTIL,2900,OTT@EDM 01/31/2021 09:00PM ET,OTT,6.33
,,,,,,,,,,D,Justin Braun (16287794),Justin Braun,16287794,D/UTIL,2800,NYI@PHI 01/31/2021 07:00PM ET,PHI,4.21
,,,,,,,,,,LW,Anthony Beauvillier (16288169),Anthony Beauvillier,16288169,W/UTIL,2800,NYI@PHI 01/31/2021 07:00PM ET,NYI,2.46
,,,,,,,,,,LW,Oliver Wahlstrom (16288415),Oliver Wahlstrom,16288415,W/UTIL,2800,NYI@PHI 01/31/2021 07:00PM ET,NYI,5.75
,,,,,,,,,,C,Mikko Koivu (16287662),Mikko Koivu,16287662,C/UTIL,2800,CLS@CHI 01/31/2021 07:00PM ET,CLS,5.93
,,,,,,,,,,D,Dean Kukan (16288141),Dean Kukan,16288141,D/UTIL,2800,CLS@CHI 01/31/2021 07:00PM ET,CLS,5.69
,,,,,,,,,,D,Vladislav Gavrikov (16288216),Vladislav Gavrikov,16288216,D/UTIL,2800,CLS@CHI 01/31/2021 07:00PM ET,CLS,4.84
,,,,,,,,,,RW,Philipp Kurashev (16288439),Philipp Kurashev,16288439,W/UTIL,2800,CLS@CHI 01/31/2021 07:00PM ET,CHI,4.19
,,,,,,,,,,RW,Joonas Donskoi (16287830),Joonas Donskoi,16287830,W/UTIL,2800,COL@MIN 01/31/2021 08:00PM ET,COL,6.68
,,,,,,,,,,C,J.T. Compher (16288038),J.T. Compher,16288038,C/UTIL,2800,COL@MIN 01/31/2021 08:00PM ET,COL,4.13
,,,,,,,,,,RW,Carter Rowney (16288006),Carter Rowney,16288006,W/UTIL,2800,STL@ANH 01/31/2021 08:00PM ET,ANH,5.27
