P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,C,Yasmani Grandal (13089699),Yasmani Grandal,13089699,C,3900,MIL@PIT 08/07/2019 07:05PM ET,MIL,7.7
,,,,,,,,,,,OF,Lorenzo Cain (13089701),Lorenzo Cain,13089701,OF,3900,MIL@PIT 08/07/2019 07:05PM ET,MIL,7.2
,,,,,,,,,,,C,Carson Kelly (13089697),Carson Kelly,13089697,C,3900,PHI@ARI 08/07/2019 09:40PM ET,ARI,6.36
,,,,,,,,,,,OF,Roman Quinn (13089698),Roman Quinn,13089698,OF,3900,PHI@ARI 08/07/2019 09:40PM ET,PHI,4.64
,,,,,,,,,,,OF,Adam Jones (13089702),Adam Jones,13089702,OF,3900,PHI@ARI 08/07/2019 09:40PM ET,ARI,7.07
,,,,,,,,,,,OF,Jackie Bradley Jr. (13089705),Jackie Bradley Jr.,13089705,OF,3800,KC@BOS 08/07/2019 07:10PM ET,BOS,6.61
,,,,,,,,,,,2B,Marco Hernandez (13089711),Marco Hernandez,13089711,2B,3800,KC@BOS 08/07/2019 07:10PM ET,BOS,4.86
,,,,,,,,,,,SS,Nick Ahmed (13089706),Nick Ahmed,13089706,SS,3800,PHI@ARI 08/07/2019 09:40PM ET,ARI,7.12
,,,,,,,,,,,C,Alex Avila (13089710),Alex Avila,13089710,C,3800,PHI@ARI 08/07/2019 09:40PM ET,ARI,7.08
,,,,,,,,,,,2B/3B,Greg Garcia (13089707),Greg Garcia,13089707,2B/3B,3800,SD@SEA 08/07/2019 06:40PM ET,SD,4.63
,,,,,,,,,,,C,Omar Narvaez (13089709),Omar Narvaez,13089709,C,3800,SD@SEA 08/07/2019 06:40PM ET,SEA,6.99
,,,,,,,,,,,OF,Mallex Smith (13089712),Mallex Smith,13089712,OF,3800,SD@SEA 08/07/2019 06:40PM ET,SEA,7.8
,,,,,,,,,,,1B/3B,Cheslor Cuthbert (13089718),Cheslor Cuthbert,13089718,1B/3B,3700,KC@BOS 08/07/2019 07:10PM ET,KC,6.8
,,,,,,,,,,,OF,Alex Gordon (13089720),Alex Gordon,13089720,OF,3700,KC@BOS 08/07/2019 07:10PM ET,KC,7.65
,,,,,,,,,,,2B/3B,Brandon Phillips (13089727),Brandon Phillips,13089727,2B/3B,3700,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,C,Chance Sisco (13089726),Chance Sisco,13089726,C,3700,NYY@BAL 08/07/2019 07:05PM ET,BAL,6.86
,,,,,,,,,,,OF,Ben Gamel (13089717),Ben Gamel,13089717,OF,3700,MIL@PIT 08/07/2019 07:05PM ET,MIL,4.42
,,,,,,,,,,,3B,Colin Moran (13089721),Colin Moran,13089721,3B,3700,MIL@PIT 08/07/2019 07:05PM ET,PIT,5.75
,,,,,,,,,,,OF,Melky Cabrera (13089725),Melky Cabrera,13089725,OF,3700,MIL@PIT 08/07/2019 07:05PM ET,PIT,5.36
,,,,,,,,,,,2B/3B,Kevin Kramer (13089729),Kevin Kramer,13089729,2B/3B,3700,MIL@PIT 08/07/2019 07:05PM ET,PIT,4
,,,,,,,,,,,1B/3B,Jake Lamb (13089713),Jake Lamb,13089713,1B/3B,3700,PHI@ARI 08/07/2019 09:40PM ET,ARI,6.14
,,,,,,,,,,,2B,Cesar Hernandez (13089715),Cesar Hernandez,13089715,2B,3700,PHI@ARI 08/07/2019 09:40PM ET,PHI,6.83
,,,,,,,,,,,OF,Wil Myers (13089716),Wil Myers,13089716,OF,3700,SD@SEA 08/07/2019 06:40PM ET,SD,5.65
,,,,,,,,,,,SS,J.P. Crawford (13089722),J.P. Crawford,13089722,SS,3700,SD@SEA 08/07/2019 06:40PM ET,SEA,7.56
,,,,,,,,,,,1B/2B,Austin Nola (13089723),Austin Nola,13089723,1B/2B,3700,SD@SEA 08/07/2019 06:40PM ET,SEA,5.14
,,,,,,,,,,,OF,Dwight Smith Jr. (13089731),Dwight Smith Jr.,13089731,OF,3600,NYY@BAL 08/07/2019 07:05PM ET,BAL,7.16
,,,,,,,,,,,C,Pedro Severino (13089737),Pedro Severino,13089737,C,3600,NYY@BAL 08/07/2019 07:05PM ET,BAL,6.65
,,,,,,,,,,,C,Kyle Higashioka (13089738),Kyle Higashioka,13089738,C,3600,NYY@BAL 08/07/2019 07:05PM ET,NYY,6.33
,,,,,,,,,,,2B,Breyvic Valera (13089739),Breyvic Valera,13089739,2B,3600,NYY@BAL 08/07/2019 07:05PM ET,NYY,4.83
,,,,,,,,,,,2B,Adam Frazier (13089736),Adam Frazier,13089736,2B,3600,MIL@PIT 08/07/2019 07:05PM ET,PIT,6.32
,,,,,,,,,,,3B/OF,Sean Rodriguez (13089732),Sean Rodriguez,13089732,3B/OF,3600,PHI@ARI 08/07/2019 09:40PM ET,PHI,3.56
,,,,,,,,,,,OF,Adam Haseley (13089740),Adam Haseley,13089740,OF,3600,PHI@ARI 08/07/2019 09:40PM ET,PHI,6.96
,,,,,,,,,,,OF,Manuel Margot (13089734),Manuel Margot,13089734,OF,3600,SD@SEA 08/07/2019 06:40PM ET,SD,5.35
,,,,,,,,,,,3B,Kyle Seager (13089735),Kyle Seager,13089735,3B,3600,SD@SEA 08/07/2019 06:40PM ET,SEA,6.78
,,,,,,,,,,,C,Salvador Perez (13089742),Salvador Perez,13089742,C,3500,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,OF,Rusney Castillo (13089745),Rusney Castillo,13089745,OF,3500,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,1B/OF,Sam Travis (13089746),Sam Travis,13089746,1B/OF,3500,KC@BOS 08/07/2019 07:10PM ET,BOS,4.79
,,,,,,,,,,,OF,Estevan Florial (13089741),Estevan Florial,13089741,OF,3500,NYY@BAL 08/07/2019 07:05PM ET,NYY,0
,,,,,,,,,,,2B/3B,Hanser Alberto (13089743),Hanser Alberto,13089743,2B/3B,3500,NYY@BAL 08/07/2019 07:05PM ET,BAL,6.04
,,,,,,,,,,,3B,Miguel Andujar (13089751),Miguel Andujar,13089751,3B,3500,NYY@BAL 08/07/2019 07:05PM ET,NYY,2
,,,,,,,,,,,2B/3B,Brad Miller (13089748),Brad Miller,13089748,2B/3B,3500,PHI@ARI 08/07/2019 09:40PM ET,PHI,4.07
,,,,,,,,,,,OF,Jose Pirela (13089750),Jose Pirela,13089750,OF,3500,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Gorkys Hernandez (13089752),Gorkys Hernandez,13089752,OF,3400,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,1B,Mark Trumbo (13089753),Mark Trumbo,13089753,1B,3400,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,2B/3B,Cory Spangenberg (13089754),Cory Spangenberg,13089754,2B/3B,3400,MIL@PIT 08/07/2019 07:05PM ET,MIL,0
,,,,,,,,,,,OF,Yasmany Tomas (13089759),Yasmany Tomas,13089759,OF,3400,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B,Maikel Franco (13089761),Maikel Franco,13089761,3B,3400,PHI@ARI 08/07/2019 09:40PM ET,PHI,5.9
,,,,,,,,,,,C,Tom Murphy (13089756),Tom Murphy,13089756,C,3400,SD@SEA 08/07/2019 06:40PM ET,SEA,6.62
,,,,,,,,,,,OF/SS,Tim Beckham (13089757),Tim Beckham,13089757,SS/OF,3400,SD@SEA 08/07/2019 06:40PM ET,SEA,6.74
,,,,,,,,,,,2B,Dee Gordon (13089760),Dee Gordon,13089760,2B,3400,SD@SEA 08/07/2019 06:40PM ET,SEA,6.29
,,,,,,,,,,,OF,Shane Peterson (13089762),Shane Peterson,13089762,OF,3400,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,2B,Brock Holt (13089766),Brock Holt,13089766,2B,3300,KC@BOS 08/07/2019 07:10PM ET,BOS,5.58
,,,,,,,,,,,SS,Tzu-Wei Lin (13089768),Tzu-Wei Lin,13089768,SS,3300,KC@BOS 08/07/2019 07:10PM ET,BOS,2.54
,,,,,,,,,,,3B/OF,Jace Peterson (13089764),Jace Peterson,13089764,3B/OF,3300,NYY@BAL 08/07/2019 07:05PM ET,BAL,6.42
,,,,,,,,,,,OF,Stevie Wilkerson (13089767),Stevie Wilkerson,13089767,OF,3300,NYY@BAL 08/07/2019 07:05PM ET,BAL,5.16
,,,,,,,,,,,3B,Will Craig (13089770),Will Craig,13089770,3B,3300,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,2B,Wilmer Flores (13089771),Wilmer Flores,13089771,2B,3300,PHI@ARI 08/07/2019 09:40PM ET,ARI,4.53
,,,,,,,,,,,OF,Travis Jankowski (13089763),Travis Jankowski,13089763,OF,3300,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,OF,Josh Naylor (13089769),Josh Naylor,13089769,OF,3300,SD@SEA 08/07/2019 06:40PM ET,SD,4.61
,,,,,,,,,,,2B/SS,Mike Miller (13089781),Mike Miller,13089781,2B/SS,3200,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,C,Daniel Butler (13089790),Daniel Butler,13089790,C,3200,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,C,MJ Melendez (13089792),MJ Melendez,13089792,C,3200,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,1B,Greg Bird (13089773),Greg Bird,13089773,1B,3200,NYY@BAL 08/07/2019 07:05PM ET,NYY,5.1
,,,,,,,,,,,C,Jacob Nottingham (13089776),Jacob Nottingham,13089776,C,3200,MIL@PIT 08/07/2019 07:05PM ET,MIL,3.83
,,,,,,,,,,,3B,Ke'Bryan Hayes (13089778),Ke'Bryan Hayes,13089778,3B,3200,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,C,Manny Pina (13089785),Manny Pina,13089785,C,3200,MIL@PIT 08/07/2019 07:05PM ET,MIL,3.66
,,,,,,,,,,,OF,Trent Grisham (13089786),Trent Grisham,13089786,OF,3200,MIL@PIT 08/07/2019 07:05PM ET,MIL,8
,,,,,,,,,,,OF,Dylan Cozens (13089772),Dylan Cozens,13089772,OF,3200,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,3B,Trevor Plouffe (13089777),Trevor Plouffe,13089777,3B,3200,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,3B/SS,Mitch Walding (13089779),Mitch Walding,13089779,3B/SS,3200,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,2B/OF,Rob Refsnyder (13089783),Rob Refsnyder,13089783,2B/OF,3200,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Odubel Herrera (13089791),Odubel Herrera,13089791,OF,3200,PHI@ARI 08/07/2019 09:40PM ET,PHI,5.28
,,,,,,,,,,,C/OF,Blake Swihart (13089793),Blake Swihart,13089793,C/OF,3200,PHI@ARI 08/07/2019 09:40PM ET,ARI,3.36
,,,,,,,,,,,2B/3B,Christian Villanueva (13089774),Christian Villanueva,13089774,2B/3B,3200,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,OF/SS,Dylan Moore (13089787),Dylan Moore,13089787,SS/OF,3200,SD@SEA 08/07/2019 06:40PM ET,SEA,3.92
,,,,,,,,,,,C,Francisco Mejia (13089789),Francisco Mejia,13089789,C,3200,SD@SEA 08/07/2019 06:40PM ET,SD,4.58
,,,,,,,,,,,SS,C.J. Chatham (13089803),C.J. Chatham,13089803,SS,3100,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,C,Juan Centeno (13089805),Juan Centeno,13089805,C,3100,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,OF,Bubba Starling (13089806),Bubba Starling,13089806,OF,3100,KC@BOS 08/07/2019 07:10PM ET,KC,5.95
,,,,,,,,,,,1B/OF,Steve Pearce (13089807),Steve Pearce,13089807,1B/OF,3100,KC@BOS 08/07/2019 07:10PM ET,BOS,3.97
,,,,,,,,,,,OF,Billy Burns (13089799),Billy Burns,13089799,OF,3100,NYY@BAL 08/07/2019 07:05PM ET,NYY,0
,,,,,,,,,,,SS,Ryan Mountcastle (13089800),Ryan Mountcastle,13089800,SS,3100,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,OF,Cedric Mullins (13089813),Cedric Mullins,13089813,OF,3100,NYY@BAL 08/07/2019 07:05PM ET,BAL,3.14
,,,,,,,,,,,OF,Jason Martin (13089797),Jason Martin,13089797,OF,3100,MIL@PIT 08/07/2019 07:05PM ET,PIT,3.1
,,,,,,,,,,,SS,Orlando Arcia (13089804),Orlando Arcia,13089804,SS,3100,MIL@PIT 08/07/2019 07:05PM ET,MIL,5.73
,,,,,,,,,,,OF/SS,Tyler Saladino (13089811),Tyler Saladino,13089811,SS/OF,3100,MIL@PIT 08/07/2019 07:05PM ET,MIL,3.21
,,,,,,,,,,,OF,Lane Adams (13089795),Lane Adams,13089795,OF,3100,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,SS,Domingo Leyba (13089802),Domingo Leyba,13089802,SS,3100,PHI@ARI 08/07/2019 09:40PM ET,ARI,1.7
,,,,,,,,,,,2B,Shed Long (13089796),Shed Long,13089796,2B,3100,SD@SEA 08/07/2019 06:40PM ET,SEA,6.95
,,,,,,,,,,,OF,Denard Span (13089798),Denard Span,13089798,OF,3100,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,OF,Dom Thompson-Williams (13089801),Dom Thompson-Williams,13089801,OF,3100,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,OF,Jake Fraley (13089809),Jake Fraley,13089809,OF,3100,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,C,Mike Marjama (13089810),Mike Marjama,13089810,C,3100,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,3B,Bobby Dalbec (13089814),Bobby Dalbec,13089814,3B,3000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,2B/OF,Tony Renda (13089818),Tony Renda,13089818,2B/OF,3000,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,OF,Jorge Bonifacio (13089823),Jorge Bonifacio,13089823,OF,3000,KC@BOS 08/07/2019 07:10PM ET,KC,8.2
,,,,,,,,,,,OF,Khalil Lee (13089825),Khalil Lee,13089825,OF,3000,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,OF,Brett Phillips (13089826),Brett Phillips,13089826,OF,3000,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,2B,Dustin Pedroia (13089827),Dustin Pedroia,13089827,2B,3000,KC@BOS 08/07/2019 07:10PM ET,BOS,2
,,,,,,,,,,,C,Meibrys Viloria (13089833),Meibrys Viloria,13089833,C,3000,KC@BOS 08/07/2019 07:10PM ET,KC,5.7
,,,,,,,,,,,C,Cam Gallagher (13089836),Cam Gallagher,13089836,C,3000,KC@BOS 08/07/2019 07:10PM ET,KC,4.56
,,,,,,,,,,,2B/OF,Tyler Wade (13089815),Tyler Wade,13089815,2B/OF,3000,NYY@BAL 08/07/2019 07:05PM ET,NYY,5.29
,,,,,,,,,,,OF,Austin Hays (13089820),Austin Hays,13089820,OF,3000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,1B/3B,Danny Valencia (13089821),Danny Valencia,13089821,1B/3B,3000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,OF,Eric Young Jr. (13089828),Eric Young Jr.,13089828,OF,3000,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,OF,Troy Stokes Jr. (13089817),Troy Stokes Jr.,13089817,OF,3000,MIL@PIT 08/07/2019 07:05PM ET,MIL,0
,,,,,,,,,,,3B,Lucas Erceg (13089829),Lucas Erceg,13089829,3B,3000,MIL@PIT 08/07/2019 07:05PM ET,MIL,0
,,,,,,,,,,,SS,Erik Gonzalez (13089832),Erik Gonzalez,13089832,SS,3000,MIL@PIT 08/07/2019 07:05PM ET,PIT,4.32
,,,,,,,,,,,2B/OF,Pablo Reyes (13089834),Pablo Reyes,13089834,2B/OF,3000,MIL@PIT 08/07/2019 07:05PM ET,PIT,2.5
,,,,,,,,,,,C,David Freitas (13089839),David Freitas,13089839,C,3000,MIL@PIT 08/07/2019 07:05PM ET,MIL,6
,,,,,,,,,,,2B,Hernan Perez (13089841),Hernan Perez,13089841,2B,3000,MIL@PIT 08/07/2019 07:05PM ET,MIL,4.3
,,,,,,,,,,,OF,JB Shuck (13089843),JB Shuck,13089843,OF,3000,MIL@PIT 08/07/2019 07:05PM ET,PIT,2.59
,,,,,,,,,,,OF,Matt Szczur (13089824),Matt Szczur,13089824,OF,3000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,2B/3B,Jesmuel Valentin (13089830),Jesmuel Valentin,13089830,2B/3B,3000,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Austin Allen (13089837),Austin Allen,13089837,C,3000,SD@SEA 08/07/2019 06:40PM ET,SD,2.81
,,,,,,,,,,,OF,Keon Broxton (13089838),Keon Broxton,13089838,OF,3000,SD@SEA 08/07/2019 06:40PM ET,SEA,3.68
,,,,,,,,,,,3B,Ty France (13089840),Ty France,13089840,3B,3000,SD@SEA 08/07/2019 06:40PM ET,SD,4.35
,,,,,,,,,,,C,Luis Torrens (13089842),Luis Torrens,13089842,C,3000,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,1B,Josh Ockimey (13089846),Josh Ockimey,13089846,1B,2900,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,1B,Joey Curletta (13089847),Joey Curletta,13089847,1B,2900,KC@BOS 08/07/2019 07:10PM ET,BOS,0
,,,,,,,,,,,3B,Kelvin Gutierrez (13089853),Kelvin Gutierrez,13089853,3B,2900,KC@BOS 08/07/2019 07:10PM ET,KC,5.9
,,,,,,,,,,,OF,DJ Stewart (13089849),DJ Stewart,13089849,OF,2900,NYY@BAL 08/07/2019 07:05PM ET,BAL,2.38
,,,,,,,,,,,SS,Alcides Escobar (13089854),Alcides Escobar,13089854,SS,2900,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,1B,Chris Davis (13089855),Chris Davis,13089855,1B,2900,NYY@BAL 08/07/2019 07:05PM ET,BAL,4.53
,,,,,,,,,,,2B/OF,Nick Franklin (13089844),Nick Franklin,13089844,2B/OF,2900,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,2B/OF,Nate Orf (13089850),Nate Orf,13089850,2B/OF,2900,MIL@PIT 08/07/2019 07:05PM ET,MIL,0
,,,,,,,,,,,C,Elias Diaz (13089857),Elias Diaz,13089857,C,2900,MIL@PIT 08/07/2019 07:05PM ET,PIT,4.62
,,,,,,,,,,,SS,Cole Tucker (13089860),Cole Tucker,13089860,SS,2900,MIL@PIT 08/07/2019 07:05PM ET,PIT,3.95
,,,,,,,,,,,OF,Abraham Almonte (13089848),Abraham Almonte,13089848,OF,2900,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B,Chase Headley (13089852),Chase Headley,13089852,3B,2900,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,2B,Ian Kinsler (13089856),Ian Kinsler,13089856,2B,2900,SD@SEA 08/07/2019 06:40PM ET,SD,4.74
,,,,,,,,,,,C,Austin Hedges (13089858),Austin Hedges,13089858,C,2900,SD@SEA 08/07/2019 06:40PM ET,SD,4.78
,,,,,,,,,,,1B,Evan White (13089859),Evan White,13089859,1B,2900,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,3B,Emmanuel Rivera (13089866),Emmanuel Rivera,13089866,3B,2800,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,2B/3B,Eduardo Nunez (13089871),Eduardo Nunez,13089871,2B/3B,2800,KC@BOS 08/07/2019 07:10PM ET,BOS,4.02
,,,,,,,,,,,OF,Terrance Gore (13089861),Terrance Gore,13089861,OF,2800,NYY@BAL 08/07/2019 07:05PM ET,NYY,4.27
,,,,,,,,,,,C,Andrew Susac (13089867),Andrew Susac,13089867,C,2800,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,C,Austin Wynns (13089877),Austin Wynns,13089877,C,2800,NYY@BAL 08/07/2019 07:05PM ET,BAL,3.12
,,,,,,,,,,,OF,Corey Ray (13089862),Corey Ray,13089862,OF,2800,MIL@PIT 08/07/2019 07:05PM ET,MIL,0
,,,,,,,,,,,OF,Tyrone Taylor (13089864),Tyrone Taylor,13089864,OF,2800,MIL@PIT 08/07/2019 07:05PM ET,MIL,0
,,,,,,,,,,,OF,Jared Oliva (13089865),Jared Oliva,13089865,OF,2800,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,C,Steven Baron (13089878),Steven Baron,13089878,C,2800,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,C,Daulton Varsho (13089863),Daulton Varsho,13089863,C,2800,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Marcus Wilson (13089868),Marcus Wilson,13089868,OF,2800,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B/SS,Juniel Querecuto (13089869),Juniel Querecuto,13089869,3B/SS,2800,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF/SS,Phil Gosselin (13089875),Phil Gosselin,13089875,SS/OF,2800,PHI@ARI 08/07/2019 09:40PM ET,PHI,1.94
,,,,,,,,,,,OF,Kyle Lewis (13089873),Kyle Lewis,13089873,OF,2800,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,C,Jose Lobaton (13089874),Jose Lobaton,13089874,C,2800,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,2B/3B,Ramon Torres (13089897),Ramon Torres,13089897,2B/3B,2700,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,C,Sandy Leon (13089904),Sandy Leon,13089904,C,2700,KC@BOS 08/07/2019 07:10PM ET,BOS,3.85
,,,,,,,,,,,1B,Ryan O'Hearn (13089905),Ryan O'Hearn,13089905,1B,2700,KC@BOS 08/07/2019 07:10PM ET,KC,4.88
,,,,,,,,,,,OF,Billy Hamilton (13089906),Billy Hamilton,13089906,OF,2700,KC@BOS 08/07/2019 07:10PM ET,KC,4.6
,,,,,,,,,,,C,Carlos Perez (13089885),Carlos Perez,13089885,C,2700,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,3B/SS,Jack Reinheimer (13089886),Jack Reinheimer,13089886,3B/SS,2700,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,3B,Rio Ruiz (13089899),Rio Ruiz,13089899,3B,2700,NYY@BAL 08/07/2019 07:05PM ET,BAL,4.43
,,,,,,,,,,,1B/OF,Patrick Kivlehan (13089879),Patrick Kivlehan,13089879,1B/OF,2700,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,3B/SS,Jung Ho Kang (13089894),Jung Ho Kang,13089894,3B/SS,2700,MIL@PIT 08/07/2019 07:05PM ET,PIT,4.28
,,,,,,,,,,,C,Jacob Stallings (13089900),Jacob Stallings,13089900,C,2700,MIL@PIT 08/07/2019 07:05PM ET,PIT,3.63
,,,,,,,,,,,C,Francisco Cervelli (13089907),Francisco Cervelli,13089907,C,2700,MIL@PIT 08/07/2019 07:05PM ET,PIT,4.09
,,,,,,,,,,,3B,Andy Young (13089881),Andy Young,13089881,3B,2700,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,3B,Drew Ellis (13089884),Drew Ellis,13089884,3B,2700,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,C,Rob Brantly (13089888),Rob Brantly,13089888,C,2700,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Shane Robinson (13089889),Shane Robinson,13089889,OF,2700,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Seth Beer (13089890),Seth Beer,13089890,OF,2700,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,2B/SS,Kelby Tomlinson (13089891),Kelby Tomlinson,13089891,2B/SS,2700,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,OF,Edward Olivares (13089882),Edward Olivares,13089882,OF,2700,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,OF,Boog Powell (13089883),Boog Powell,13089883,OF,2700,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,2B,Tim Lopes (13089893),Tim Lopes,13089893,2B,2700,SD@SEA 08/07/2019 06:40PM ET,SEA,9.67
,,,,,,,,,,,C,A.J. Ellis (13089896),A.J. Ellis,13089896,C,2700,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,1B/OF,Ryan Court (13089901),Ryan Court,13089901,1B/OF,2700,SD@SEA 08/07/2019 06:40PM ET,SEA,2.67
,,,,,,,,,,,OF,Dustin Ackley (13089903),Dustin Ackley,13089903,OF,2700,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,3B,Joe Rizzo (13089908),Joe Rizzo,13089908,3B,2700,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,2B,Nicky Lopez (13089919),Nicky Lopez,13089919,2B,2600,KC@BOS 08/07/2019 07:10PM ET,KC,4.86
,,,,,,,,,,,OF,Colby Rasmus (13089909),Colby Rasmus,13089909,OF,2600,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,OF,Yusniel Diaz (13089910),Yusniel Diaz,13089910,OF,2600,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,3B,Rylan Bannon (13089911),Rylan Bannon,13089911,3B,2600,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,OF,Jaycob Brugman (13089913),Jaycob Brugman,13089913,OF,2600,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,SS,Zach Vincej (13089915),Zach Vincej,13089915,SS,2600,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,2B/SS,Engelb Vielma (13089924),Engelb Vielma,13089924,2B/SS,2600,NYY@BAL 08/07/2019 07:05PM ET,BAL,0
,,,,,,,,,,,3B,Travis Shaw (13089920),Travis Shaw,13089920,3B,2600,MIL@PIT 08/07/2019 07:05PM ET,MIL,4.18
,,,,,,,,,,,3B,Jake Elmore (13089922),Jake Elmore,13089922,3B,2600,MIL@PIT 08/07/2019 07:05PM ET,PIT,0.27
,,,,,,,,,,,OF,Cornelius Randolph (13089914),Cornelius Randolph,13089914,OF,2600,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,OF,Mickey Moniak (13089916),Mickey Moniak,13089916,OF,2600,PHI@ARI 08/07/2019 09:40PM ET,PHI,0
,,,,,,,,,,,C,Andrew Knapp (13089921),Andrew Knapp,13089921,C,2600,PHI@ARI 08/07/2019 09:40PM ET,PHI,2.39
