P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,
,,,,,,,,,,,SP,Rick Porcello (13090078),Rick Porcello,13090078,P,6400,KC@BOS 08/07/2019 07:10PM ET,BOS,11.56
,,,,,,,,,,,SP,Jimmy Yacabonis (13090079),Jimmy Yacabonis,13090079,P,6400,NYY@BAL 08/07/2019 07:05PM ET,BAL,1.87
,,,,,,,,,,,SP,Adrian Morejon (13090076),Adrian Morejon,13090076,P,6400,SD@SEA 08/07/2019 06:40PM ET,SD,1.44
,,,,,,,,,,,SP,Cal Quantrill (13090077),Cal Quantrill,13090077,P,6400,SD@SEA 08/07/2019 06:40PM ET,SD,11
,,,,,,,,,,,SP,Ryan Weber (13090083),Ryan Weber,13090083,P,6300,KC@BOS 08/07/2019 07:10PM ET,BOS,6.02
,,,,,,,,,,,SP,Yefry Ramirez (13090081),Yefry Ramirez,13090081,P,6300,MIL@PIT 08/07/2019 07:05PM ET,PIT,3.9
,,,,,,,,,,,SP,Jon Duplantier (13090080),Jon Duplantier,13090080,P,6300,PHI@ARI 08/07/2019 09:40PM ET,ARI,7.76
,,,,,,,,,,,SP,Bryan Mitchell (13090082),Bryan Mitchell,13090082,P,6300,SD@SEA 08/07/2019 06:40PM ET,SD,0
,,,,,,,,,,,SP,Nick Margevicius (13090084),Nick Margevicius,13090084,P,6300,SD@SEA 08/07/2019 06:40PM ET,SD,6.32
,,,,,,,,,,,SP,Ty Blach (13090086),Ty Blach,13090086,P,6200,NYY@BAL 08/07/2019 07:05PM ET,BAL,-5.28
,,,,,,,,,,,SP,Dario Agrazal (13090087),Dario Agrazal,13090087,P,6200,MIL@PIT 08/07/2019 07:05PM ET,PIT,8.06
,,,,,,,,,,,SP,Joe Musgrove (13090088),Joe Musgrove,13090088,P,6200,MIL@PIT 08/07/2019 07:05PM ET,PIT,8.65
,,,,,,,,,,,SP,Jake Arrieta (13090085),Jake Arrieta,13090085,P,6200,PHI@ARI 08/07/2019 09:40PM ET,PHI,12.66
,,,,,,,,,,,SP,Eric Skoglund (13090090),Eric Skoglund,13090090,P,6100,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,SP,Trevor Oaks (13090091),Trevor Oaks,13090091,P,6100,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,SP,J.T. Brubaker (13090089),J.T. Brubaker,13090089,P,6100,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,SP,Chase Anderson (13090092),Chase Anderson,13090092,P,6000,MIL@PIT 08/07/2019 07:05PM ET,MIL,11.94
,,,,,,,,,,,SP,Jhoulys Chacin (13090094),Jhoulys Chacin,13090094,P,6000,MIL@PIT 08/07/2019 07:05PM ET,MIL,9.04
,,,,,,,,,,,RP,Ray Black (13090095),Ray Black,13090095,P,6000,MIL@PIT 08/07/2019 07:05PM ET,MIL,4.75
,,,,,,,,,,,SP,Francisco Liriano (13090096),Francisco Liriano,13090096,P,6000,MIL@PIT 08/07/2019 07:05PM ET,PIT,2.84
,,,,,,,,,,,SP,Kris Medlen (13090093),Kris Medlen,13090093,P,6000,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SP,Marcos Diplan (13090098),Marcos Diplan,13090098,P,5900,MIL@PIT 08/07/2019 07:05PM ET,MIL,0
,,,,,,,,,,,SP,Ricardo Sanchez (13090097),Ricardo Sanchez,13090097,P,5900,SD@SEA 08/07/2019 06:40PM ET,SEA,0
,,,,,,,,,,,SP,Andrew Cashner (13090099),Andrew Cashner,13090099,P,5800,KC@BOS 08/07/2019 07:10PM ET,BOS,11.93
,,,,,,,,,,,SP,Arnaldo Hernandez (13090102),Arnaldo Hernandez,13090102,P,5800,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,SP,Albert Abreu (13090101),Albert Abreu,13090101,P,5800,NYY@BAL 08/07/2019 07:05PM ET,NYY,0
,,,,,,,,,,,SP,Chris Stratton (13090103),Chris Stratton,13090103,P,5800,MIL@PIT 08/07/2019 07:05PM ET,PIT,4.44
,,,,,,,,,,,RP,Luis Escobar (13090104),Luis Escobar,13090104,P,5800,MIL@PIT 08/07/2019 07:05PM ET,PIT,-0.56
,,,,,,,,,,,SP,Braden Shipley (13090100),Braden Shipley,13090100,P,5800,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,RP,Matt Barnes (13090106),Matt Barnes,13090106,P,5700,KC@BOS 08/07/2019 07:10PM ET,BOS,3.85
,,,,,,,,,,,OF,Christian Yelich (13089614),Christian Yelich,13089614,OF,5700,MIL@PIT 08/07/2019 07:05PM ET,MIL,12.62
,,,,,,,,,,,SP,Rookie Davis (13090105),Rookie Davis,13090105,P,5700,MIL@PIT 08/07/2019 07:05PM ET,PIT,3.2
,,,,,,,,,,,3B,Rafael Devers (13089615),Rafael Devers,13089615,3B,5600,KC@BOS 08/07/2019 07:10PM ET,BOS,10.31
,,,,,,,,,,,SP,Aaron Slegers (13090109),Aaron Slegers,13090109,P,5600,MIL@PIT 08/07/2019 07:05PM ET,PIT,0
,,,,,,,,,,,RP,Keone Kela (13090110),Keone Kela,13090110,P,5600,MIL@PIT 08/07/2019 07:05PM ET,PIT,2.77
,,,,,,,,,,,SP,Nick Pivetta (13090108),Nick Pivetta,13090108,P,5600,PHI@ARI 08/07/2019 09:40PM ET,PHI,9.6
,,,,,,,,,,,SP,Wade LeBlanc (13090107),Wade LeBlanc,13090107,P,5600,SD@SEA 08/07/2019 06:40PM ET,SEA,10.17
,,,,,,,,,,,SP,Foster Griffin (13090112),Foster Griffin,13090112,P,5500,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,2B/3B,DJ LeMahieu (13089616),DJ LeMahieu,13089616,2B/3B,5500,NYY@BAL 08/07/2019 07:05PM ET,NYY,9.89
,,,,,,,,,,,RP,Silvino Bracho (13090111),Silvino Bracho,13090111,P,5500,PHI@ARI 08/07/2019 09:40PM ET,ARI,0
,,,,,,,,,,,SS,Xander Bogaerts (13089619),Xander Bogaerts,13089619,SS,5400,KC@BOS 08/07/2019 07:10PM ET,BOS,10.22
,,,,,,,,,,,OF,Starling Marte (13089618),Starling Marte,13089618,OF,5400,MIL@PIT 08/07/2019 07:05PM ET,PIT,9.92
,,,,,,,,,,,RP,Yoan Lopez (13090113),Yoan Lopez,13090113,P,5400,PHI@ARI 08/07/2019 09:40PM ET,ARI,2.2
,,,,,,,,,,,OF,Andrew Benintendi (13089620),Andrew Benintendi,13089620,OF,5300,KC@BOS 08/07/2019 07:10PM ET,BOS,8.93
,,,,,,,,,,,OF,J.D. Martinez (13089621),J.D. Martinez,13089621,OF,5300,KC@BOS 08/07/2019 07:10PM ET,BOS,9.35
,,,,,,,,,,,SP,Zach Davies (13090115),Zach Davies,13090115,P,5300,MIL@PIT 08/07/2019 07:05PM ET,MIL,9.56
,,,,,,,,,,,SP,Cole Irvin (13090114),Cole Irvin,13090114,P,5300,PHI@ARI 08/07/2019 09:40PM ET,PHI,5.58
,,,,,,,,,,,OF,Mookie Betts (13089622),Mookie Betts,13089622,OF,5200,KC@BOS 08/07/2019 07:10PM ET,BOS,9.97
,,,,,,,,,,,SP,Alex Cobb (13090116),Alex Cobb,13090116,P,5200,NYY@BAL 08/07/2019 07:05PM ET,BAL,-0.02
,,,,,,,,,,,RP,Shawn Armstrong (13090117),Shawn Armstrong,13090117,P,5200,NYY@BAL 08/07/2019 07:05PM ET,BAL,2.8
,,,,,,,,,,,RP,Tommy Kahnle (13090120),Tommy Kahnle,13090120,P,5100,NYY@BAL 08/07/2019 07:05PM ET,NYY,3.7
,,,,,,,,,,,RP,Felipe Vazquez (13090118),Felipe Vazquez,13090118,P,5100,MIL@PIT 08/07/2019 07:05PM ET,PIT,4.84
,,,,,,,,,,,RP,Jimmie Sherfy (13090119),Jimmie Sherfy,13090119,P,5100,PHI@ARI 08/07/2019 09:40PM ET,ARI,5.63
,,,,,,,,,,,SS,Fernando Tatis Jr. (13089623),Fernando Tatis Jr.,13089623,SS,5100,SD@SEA 08/07/2019 06:40PM ET,SD,10.74
,,,,,,,,,,,SP,Heath Fillmyer (13090122),Heath Fillmyer,13090122,P,5000,KC@BOS 08/07/2019 07:10PM ET,KC,0.24
,,,,,,,,,,,SP,Hector Velazquez (13090124),Hector Velazquez,13090124,P,5000,KC@BOS 08/07/2019 07:10PM ET,BOS,4.03
,,,,,,,,,,,SP,Conner Greene (13090125),Conner Greene,13090125,P,5000,KC@BOS 08/07/2019 07:10PM ET,KC,0
,,,,,,,,,,,SP,Jorge Lopez (13090128),Jorge Lopez,13090128,P,5000,KC@BOS 08/07/2019 07:10PM ET,KC,5.45
,,,,,,,,,,,OF,Mike Tauchman (13089626),Mike Tauchman,13089626,OF,5000,NYY@BAL 08/07/2019 07:05PM ET,NYY,7.72
,,,,,,,,,,,SP,Dillon Tate (13090123),Dillon Tate,13090123,P,5000,NYY@BAL 08/07/2019 07:05PM ET,BAL,2.5
,,,,,,,,,,,RP,Adam Ottavino (13090127),Adam Ottavino,13090127,P,5000,NYY@BAL 08/07/2019 07:05PM ET,NYY,4.06
,,,,,,,,,,,SP,Adrian Houser (13090126),Adrian Houser,13090126,P,5000,MIL@PIT 08/07/2019 07:05PM ET,MIL,6.99
,,,,,,,,,,,2B/OF,Ketel Marte (13089624),Ketel Marte,13089624,2B/OF,5000,PHI@ARI 08/07/2019 09:40PM ET,ARI,9.81
,,,,,,,,,,,SP,Matt Koch (13090121),Matt Koch,13090121,P,5000,PHI@ARI 08/07/2019 09:40PM ET,ARI,-0.03
,,,,,,,,,,,RP,Juan Nicasio (13090129),Juan Nicasio,13090129,P,5000,PHI@ARI 08/07/2019 09:40PM ET,PHI,2.17
,,,,,,,,,,,SP,Yusei Kikuchi (13089612),Yusei Kikuchi,13089612,P,5000,SD@SEA 08/07/2019 06:40PM ET,SEA,8.61
,,,,,,,,,,,SS,Didi Gregorius (13089629),Didi Gregorius,13089629,SS,4900,NYY@BAL 08/07/2019 07:05PM ET,NYY,8.17
,,,,,,,,,,,RP,Tanner Scott (13090130),Tanner Scott,13090130,P,4900,NYY@BAL 08/07/2019 07:05PM ET,BAL,3.03
,,,,,,,,,,,1B/3B,Jose Osuna (13089627),Jose Osuna,13089627,1B/3B,4900,MIL@PIT 08/07/2019 07:05PM ET,PIT,5.36
,,,,,,,,,,,OF,Bryan Reynolds (13089630),Bryan Reynolds,13089630,OF,4900,MIL@PIT 08/07/2019 07:05PM ET,PIT,8.13
,,,,,,,,,,,SP,Mike Montgomery (13090134),Mike Montgomery,13090134,P,4800,KC@BOS 08/07/2019 07:10PM ET,KC,2.41
,,,,,,,,,,,3B,Gio Urshela (13089631),Gio Urshela,13089631,3B,4800,NYY@BAL 08/07/2019 07:05PM ET,NYY,7.18
,,,,,,,,,,,2B/SS,Gleyber Torres (13089632),Gleyber Torres,13089632,2B/SS,4800,NYY@BAL 08/07/2019 07:05PM ET,NYY,8.54
,,,,,,,,,,,OF,Aaron Judge (13089634),Aaron Judge,13089634,OF,4800,NYY@BAL 08/07/2019 07:05PM ET,NYY,8.91
,,,,,,,,,,,2B/SS,Jonathan Villar (13089636),Jonathan Villar,13089636,2B/SS,4800,NYY@BAL 08/07/2019 07:05PM ET,BAL,8.76
,,,,,,,,,,,RP,Mychal Givens (13090135),Mychal Givens,13090135,P,4800,NYY@BAL 08/07/2019 07:05PM ET,BAL,4.04
,,,,,,,,,,,SP,Aaron Brooks (13090136),Aaron Brooks,13090136,P,4800,NYY@BAL 08/07/2019 07:05PM ET,BAL,6.63
,,,,,,,,,,,RP,David Hale (13090138),David Hale,13090138,P,4800,NYY@BAL 08/07/2019 07:05PM ET,NYY,4.72
,,,,,,,,,,,SP,Montana DuRapau (13090131),Montana DuRapau,13090131,P,4800,MIL@PIT 08/07/2019 07:05PM ET,PIT,2.05
,,,,,,,,,,,SP,Steven Brault (13090133),Steven Brault,13090133,P,4800,MIL@PIT 08/07/2019 07:05PM ET,PIT,8.25
,,,,,,,,,,,OF,Corey Dickerson (13089635),Corey Dickerson,13089635,OF,4800,PHI@ARI 08/07/2019 09:40PM ET,PHI,7.15
,,,,,,,,,,,SP,Taylor Clarke (13090132),Taylor Clarke,13090132,P,4800,PHI@ARI 08/07/2019 09:40PM ET,ARI,8.57
